Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Mooring
298	Waveform 1	1	10589.671159137	10590.362892624	158.2	680.8	AU-AWBS03_20141203_040345.wav	14.676	AW14_AU_BS3
298	Spectrogram 1	1	10589.671159137	10590.362892624	158.2	680.8	AU-AWBS03_20141203_040345.wav	14.676	AW14_AU_BS3
299	Waveform 1	1	10595.212491701	10595.760114045	161.5	964.7	AU-AWBS03_20141203_040345.wav	20.217	AW14_AU_BS3
299	Spectrogram 1	1	10595.212491701	10595.760114045	161.5	964.7	AU-AWBS03_20141203_040345.wav	20.217	AW14_AU_BS3
300	Waveform 1	1	10598.959381423	10599.651114911	122.8	967.9	AU-AWBS03_20141203_040345.wav	23.964	AW14_AU_BS3
300	Spectrogram 1	1	10598.959381423	10599.651114911	122.8	967.9	AU-AWBS03_20141203_040345.wav	23.964	AW14_AU_BS3
301	Waveform 1	1	10595.760114045	10596.192447474	138.9	974.4	AU-AWBS03_20141203_040345.wav	20.765	AW14_AU_BS3
301	Spectrogram 1	1	10595.760114045	10596.192447474	138.9	974.4	AU-AWBS03_20141203_040345.wav	20.765	AW14_AU_BS3
302	Waveform 1	1	10596.192447474	10596.740069818	193.7	987.3	AU-AWBS03_20141203_040345.wav	21.197	AW14_AU_BS3
302	Spectrogram 1	1	10596.192447474	10596.740069818	193.7	987.3	AU-AWBS03_20141203_040345.wav	21.197	AW14_AU_BS3
303	Waveform 1	1	10600.717537370	10601.207515257	187.3	980.8	AU-AWBS03_20141203_040345.wav	25.723	AW14_AU_BS3
303	Spectrogram 1	1	10600.717537370	10601.207515257	187.3	980.8	AU-AWBS03_20141203_040345.wav	25.723	AW14_AU_BS3
304	Waveform 1	1	10601.236337486	10601.812782059	219.5	980.8	AU-AWBS03_20141203_040345.wav	26.241	AW14_AU_BS3
304	Spectrogram 1	1	10601.236337486	10601.812782059	219.5	980.8	AU-AWBS03_20141203_040345.wav	26.241	AW14_AU_BS3
306	Waveform 1	1	10603.950603421	10604.613514680	116.3	955.0	AU-AWBS03_20141203_040345.wav	28.956	AW14_AU_BS3
306	Spectrogram 1	1	10603.950603421	10604.613514680	116.3	955.0	AU-AWBS03_20141203_040345.wav	28.956	AW14_AU_BS3
307	Waveform 1	1	10605.766403825	10606.256381712	132.4	990.5	AU-AWBS03_20141203_040345.wav	30.771	AW14_AU_BS3
307	Spectrogram 1	1	10605.766403825	10606.256381712	132.4	990.5	AU-AWBS03_20141203_040345.wav	30.771	AW14_AU_BS3
308	Waveform 1	1	10606.227559484	10606.976937428	132.4	977.6	AU-AWBS03_20141203_040345.wav	31.232	AW14_AU_BS3
308	Spectrogram 1	1	10606.227559484	10606.976937428	132.4	977.6	AU-AWBS03_20141203_040345.wav	31.232	AW14_AU_BS3
309	Waveform 1	1	10608.944313641	10609.664869357	64.7	961.5	AU-AWBS03_20141203_040345.wav	33.949	AW14_AU_BS3
309	Spectrogram 1	1	10608.944313641	10609.664869357	64.7	961.5	AU-AWBS03_20141203_040345.wav	33.949	AW14_AU_BS3
310	Waveform 1	1	10610.731291816	10611.221269703	77.6	984.1	AU-AWBS03_20141203_040345.wav	35.736	AW14_AU_BS3
310	Spectrogram 1	1	10610.731291816	10611.221269703	77.6	984.1	AU-AWBS03_20141203_040345.wav	35.736	AW14_AU_BS3
311	Waveform 1	1	10611.307736389	10611.999469876	100.2	977.6	AU-AWBS03_20141203_040345.wav	36.312	AW14_AU_BS3
311	Spectrogram 1	1	10611.307736389	10611.999469876	100.2	977.6	AU-AWBS03_20141203_040345.wav	36.312	AW14_AU_BS3
312	Waveform 1	1	10613.930559195	10614.507003768	177.6	974.4	AU-AWBS03_20141203_040345.wav	38.936	AW14_AU_BS3
312	Spectrogram 1	1	10613.930559195	10614.507003768	177.6	974.4	AU-AWBS03_20141203_040345.wav	38.936	AW14_AU_BS3
313	Waveform 1	1	10615.861648514	10616.351626400	167.9	971.1	AU-AWBS03_20141203_040345.wav	40.867	AW14_AU_BS3
313	Spectrogram 1	1	10615.861648514	10616.351626400	167.9	971.1	AU-AWBS03_20141203_040345.wav	40.867	AW14_AU_BS3
314	Waveform 1	1	10616.351626400	10617.014537659	180.8	993.7	AU-AWBS03_20141203_040345.wav	41.356	AW14_AU_BS3
314	Spectrogram 1	1	10616.351626400	10617.014537659	180.8	993.7	AU-AWBS03_20141203_040345.wav	41.356	AW14_AU_BS3
315	Waveform 1	1	10618.981913872	10619.558358444	132.4	938.9	AU-AWBS03_20141203_040345.wav	43.987	AW14_AU_BS3
315	Spectrogram 1	1	10618.981913872	10619.558358444	132.4	938.9	AU-AWBS03_20141203_040345.wav	43.987	AW14_AU_BS3
316	Waveform 1	1	10620.797714276	10621.345336620	132.4	971.1	AU-AWBS03_20141203_040345.wav	45.803	AW14_AU_BS3
316	Spectrogram 1	1	10620.797714276	10621.345336620	132.4	971.1	AU-AWBS03_20141203_040345.wav	45.803	AW14_AU_BS3
317	Waveform 1	1	10621.402981077	10622.008247878	129.2	951.8	AU-AWBS03_20141203_040345.wav	46.408	AW14_AU_BS3
317	Spectrogram 1	1	10621.402981077	10622.008247878	129.2	951.8	AU-AWBS03_20141203_040345.wav	46.408	AW14_AU_BS3
318	Waveform 1	1	10623.939337197	10624.544603999	116.3	951.8	AU-AWBS03_20141203_040345.wav	48.944	AW14_AU_BS3
318	Spectrogram 1	1	10623.939337197	10624.544603999	116.3	951.8	AU-AWBS03_20141203_040345.wav	48.944	AW14_AU_BS3
319	Waveform 1	1	10625.726315373	10626.273937717	187.3	977.6	AU-AWBS03_20141203_040345.wav	50.731	AW14_AU_BS3
319	Spectrogram 1	1	10625.726315373	10626.273937717	187.3	977.6	AU-AWBS03_20141203_040345.wav	50.731	AW14_AU_BS3
320	Waveform 1	1	10626.331582174	10626.792737832	171.1	977.6	AU-AWBS03_20141203_040345.wav	51.336	AW14_AU_BS3
320	Spectrogram 1	1	10626.331582174	10626.792737832	171.1	977.6	AU-AWBS03_20141203_040345.wav	51.336	AW14_AU_BS3
321	Waveform 1	1	10628.704957809	10629.252580153	126.0	974.4	AU-AWBS03_20141203_040345.wav	53.710	AW14_AU_BS3
321	Spectrogram 1	1	10628.704957809	10629.252580153	126.0	974.4	AU-AWBS03_20141203_040345.wav	53.710	AW14_AU_BS3
322	Waveform 1	1	10630.578402671	10631.212491701	126.0	974.4	AU-AWBS03_20141203_040345.wav	55.583	AW14_AU_BS3
322	Spectrogram 1	1	10630.578402671	10631.212491701	126.0	974.4	AU-AWBS03_20141203_040345.wav	55.583	AW14_AU_BS3
323	Waveform 1	1	10631.298958387	10631.875402959	138.9	961.5	AU-AWBS03_20141203_040345.wav	56.304	AW14_AU_BS3
323	Spectrogram 1	1	10631.298958387	10631.875402959	138.9	961.5	AU-AWBS03_20141203_040345.wav	56.304	AW14_AU_BS3
324	Waveform 1	1	10634.037070107	10634.555870223	55.0	606.6	AU-AWBS03_20141203_040345.wav	59.042	AW14_AU_BS3
324	Spectrogram 1	1	10634.037070107	10634.555870223	55.0	606.6	AU-AWBS03_20141203_040345.wav	59.042	AW14_AU_BS3
325	Waveform 1	1	10635.824048283	10636.371670627	58.2	993.7	AU-AWBS03_20141203_040345.wav	60.829	AW14_AU_BS3
325	Spectrogram 1	1	10635.824048283	10636.371670627	58.2	993.7	AU-AWBS03_20141203_040345.wav	60.829	AW14_AU_BS3
326	Waveform 1	1	10636.458137313	10636.861648514	61.5	890.5	AU-AWBS03_20141203_040345.wav	61.463	AW14_AU_BS3
326	Spectrogram 1	1	10636.458137313	10636.861648514	61.5	890.5	AU-AWBS03_20141203_040345.wav	61.463	AW14_AU_BS3
327	Waveform 1	1	10638.994493433	10639.628582463	74.4	697.0	AU-AWBS03_20141203_040345.wav	64.000	AW14_AU_BS3
327	Spectrogram 1	1	10638.994493433	10639.628582463	74.4	697.0	AU-AWBS03_20141203_040345.wav	64.000	AW14_AU_BS3
328	Waveform 1	1	10641.480669761	10642.258869934	74.4	997.0	AU-AWBS03_20141203_040345.wav	66.485	AW14_AU_BS3
328	Spectrogram 1	1	10641.480669761	10642.258869934	74.4	997.0	AU-AWBS03_20141203_040345.wav	66.485	AW14_AU_BS3
329	Waveform 1	1	10644.218781481	10645.025803883	58.2	951.8	AU-AWBS03_20141203_040345.wav	69.224	AW14_AU_BS3
329	Spectrogram 1	1	10644.218781481	10645.025803883	58.2	951.8	AU-AWBS03_20141203_040345.wav	69.224	AW14_AU_BS3
330	Waveform 1	1	10646.870426516	10647.533337775	74.4	948.6	AU-AWBS03_20141203_040345.wav	71.875	AW14_AU_BS3
330	Spectrogram 1	1	10646.870426516	10647.533337775	74.4	948.6	AU-AWBS03_20141203_040345.wav	71.875	AW14_AU_BS3
331	Waveform 1	1	10649.503202209	10650.252580153	100.2	929.2	AU-AWBS03_20141203_040345.wav	74.508	AW14_AU_BS3
331	Spectrogram 1	1	10649.503202209	10650.252580153	100.2	929.2	AU-AWBS03_20141203_040345.wav	74.508	AW14_AU_BS3
332	Waveform 1	1	10652.068380557	10652.904225188	106.6	971.1	AU-AWBS03_20141203_040345.wav	77.073	AW14_AU_BS3
332	Spectrogram 1	1	10652.068380557	10652.904225188	106.6	971.1	AU-AWBS03_20141203_040345.wav	77.073	AW14_AU_BS3
333	Waveform 1	1	10654.864136735	10655.527047994	132.4	987.3	AU-AWBS03_20141203_040345.wav	79.869	AW14_AU_BS3
333	Spectrogram 1	1	10654.864136735	10655.527047994	132.4	987.3	AU-AWBS03_20141203_040345.wav	79.869	AW14_AU_BS3
334	Waveform 1	1	10657.602248456	10658.149870800	164.7	984.1	AU-AWBS03_20141203_040345.wav	82.607	AW14_AU_BS3
334	Spectrogram 1	1	10657.602248456	10658.149870800	164.7	984.1	AU-AWBS03_20141203_040345.wav	82.607	AW14_AU_BS3
335	Waveform 1	1	10661.298958387	10662.134803017	109.9	467.9	AU-AWBS03_20141203_040345.wav	86.304	AW14_AU_BS3
335	Spectrogram 1	1	10661.298958387	10662.134803017	109.9	467.9	AU-AWBS03_20141203_040345.wav	86.304	AW14_AU_BS3
336	Waveform 1	1	10662.538314218	10663.114758791	106.6	977.6	AU-AWBS03_20141203_040345.wav	87.543	AW14_AU_BS3
336	Spectrogram 1	1	10662.538314218	10663.114758791	106.6	977.6	AU-AWBS03_20141203_040345.wav	87.543	AW14_AU_BS3
337	Waveform 1	1	10664.354114622	10664.988203652	84.1	484.1	AU-AWBS03_20141203_040345.wav	89.359	AW14_AU_BS3
337	Spectrogram 1	1	10664.354114622	10664.988203652	84.1	484.1	AU-AWBS03_20141203_040345.wav	89.359	AW14_AU_BS3
338	Waveform 1	1	10665.103492567	10665.535825996	71.1	967.9	AU-AWBS03_20141203_040345.wav	90.108	AW14_AU_BS3
338	Spectrogram 1	1	10665.103492567	10665.535825996	71.1	967.9	AU-AWBS03_20141203_040345.wav	90.108	AW14_AU_BS3
339	Waveform 1	1	10667.755137601	10668.418048860	87.3	987.3	AU-AWBS03_20141203_040345.wav	92.760	AW14_AU_BS3
339	Spectrogram 1	1	10667.755137601	10668.418048860	87.3	987.3	AU-AWBS03_20141203_040345.wav	92.760	AW14_AU_BS3
340	Waveform 1	1	10670.327780615	10670.961869645	151.8	990.5	AU-AWBS03_20141203_040345.wav	95.333	AW14_AU_BS3
340	Spectrogram 1	1	10670.327780615	10670.961869645	151.8	990.5	AU-AWBS03_20141203_040345.wav	95.333	AW14_AU_BS3
341	Waveform 1	1	10672.864136735	10673.671159137	74.4	997.0	AU-AWBS03_20141203_040345.wav	97.869	AW14_AU_BS3
341	Spectrogram 1	1	10672.864136735	10673.671159137	74.4	997.0	AU-AWBS03_20141203_040345.wav	97.869	AW14_AU_BS3
342	Waveform 1	1	10673.699981366	10674.420537082	55.0	432.4	AU-AWBS03_20141203_040345.wav	98.705	AW14_AU_BS3
342	Spectrogram 1	1	10673.699981366	10674.420537082	55.0	432.4	AU-AWBS03_20141203_040345.wav	98.705	AW14_AU_BS3
343	Waveform 1	1	10675.544603999	10676.121048571	64.7	858.2	AU-AWBS03_20141203_040345.wav	100.549	AW14_AU_BS3
343	Spectrogram 1	1	10675.544603999	10676.121048571	64.7	858.2	AU-AWBS03_20141203_040345.wav	100.549	AW14_AU_BS3
344	Waveform 1	1	10677.908026747	10678.686226920	6.5	990.5	AU-AWBS03_20141203_040345.wav	102.913	AW14_AU_BS3
344	Spectrogram 1	1	10677.908026747	10678.686226920	6.5	990.5	AU-AWBS03_20141203_040345.wav	102.913	AW14_AU_BS3
345	Waveform 1	1	10679.356602844	10680.192447474	67.7	616.1	AU-AWBS03_20141203_040345.wav	104.361	AW14_AU_BS3
345	Spectrogram 1	1	10679.356602844	10680.192447474	67.7	616.1	AU-AWBS03_20141203_040345.wav	104.361	AW14_AU_BS3
346	Waveform 1	1	10680.538314218	10681.201225477	64.5	971.0	AU-AWBS03_20141203_040345.wav	105.543	AW14_AU_BS3
346	Spectrogram 1	1	10680.538314218	10681.201225477	64.5	971.0	AU-AWBS03_20141203_040345.wav	105.543	AW14_AU_BS3
347	Waveform 1	1	10683.305248167	10684.054626112	61.3	996.8	AU-AWBS03_20141203_040345.wav	108.310	AW14_AU_BS3
347	Spectrogram 1	1	10683.305248167	10684.054626112	61.3	996.8	AU-AWBS03_20141203_040345.wav	108.310	AW14_AU_BS3
348	Waveform 1	1	10684.371670627	10685.121048571	71.0	593.5	AU-AWBS03_20141203_040345.wav	109.376	AW14_AU_BS3
348	Spectrogram 1	1	10684.371670627	10685.121048571	71.0	593.5	AU-AWBS03_20141203_040345.wav	109.376	AW14_AU_BS3
349	Waveform 1	1	10685.817758502	10686.480669761	158.1	964.5	AU-AWBS03_20141203_040345.wav	110.823	AW14_AU_BS3
349	Spectrogram 1	1	10685.817758502	10686.480669761	158.1	964.5	AU-AWBS03_20141203_040345.wav	110.823	AW14_AU_BS3
350	Waveform 1	1	10688.325292393	10689.017025881	141.9	993.5	AU-AWBS03_20141203_040345.wav	113.330	AW14_AU_BS3
350	Spectrogram 1	1	10688.325292393	10689.017025881	141.9	993.5	AU-AWBS03_20141203_040345.wav	113.330	AW14_AU_BS3
351	Waveform 1	1	10689.507003768	10690.314026169	90.3	496.8	AU-AWBS03_20141203_040345.wav	114.512	AW14_AU_BS3
351	Spectrogram 1	1	10689.507003768	10690.314026169	90.3	496.8	AU-AWBS03_20141203_040345.wav	114.512	AW14_AU_BS3
352	Waveform 1	1	10693.434291527	10693.981913872	138.7	974.2	AU-AWBS03_20141203_040345.wav	118.439	AW14_AU_BS3
352	Spectrogram 1	1	10693.434291527	10693.981913872	138.7	974.2	AU-AWBS03_20141203_040345.wav	118.439	AW14_AU_BS3
353	Waveform 1	1	10694.760114045	10695.595958675	129.0	525.8	AU-AWBS03_20141203_040345.wav	119.765	AW14_AU_BS3
353	Spectrogram 1	1	10694.760114045	10695.595958675	129.0	525.8	AU-AWBS03_20141203_040345.wav	119.765	AW14_AU_BS3
354	Waveform 1	1	10697.988203652	10698.679937139	180.6	600.0	AU-AWBS03_20141203_040345.wav	122.993	AW14_AU_BS3
354	Spectrogram 1	1	10697.988203652	10698.679937139	180.6	600.0	AU-AWBS03_20141203_040345.wav	122.993	AW14_AU_BS3
355	Waveform 1	1	10699.775181828	10700.553382001	77.4	629.0	AU-AWBS03_20141203_040345.wav	124.780	AW14_AU_BS3
355	Spectrogram 1	1	10699.775181828	10700.553382001	77.4	629.0	AU-AWBS03_20141203_040345.wav	124.780	AW14_AU_BS3
356	Waveform 1	1	10700.726315373	10701.475693317	100.0	509.7	AU-AWBS03_20141203_040345.wav	125.731	AW14_AU_BS3
356	Spectrogram 1	1	10700.726315373	10701.475693317	100.0	509.7	AU-AWBS03_20141203_040345.wav	125.731	AW14_AU_BS3
357	Waveform 1	1	10703.147382578	10703.695004922	51.6	580.6	AU-AWBS03_20141203_040345.wav	128.152	AW14_AU_BS3
357	Spectrogram 1	1	10703.147382578	10703.695004922	51.6	580.6	AU-AWBS03_20141203_040345.wav	128.152	AW14_AU_BS3
358	Waveform 1	1	10704.917979634	10705.638535350	74.2	638.7	AU-AWBS03_20141203_040345.wav	129.923	AW14_AU_BS3
358	Spectrogram 1	1	10704.917979634	10705.638535350	74.2	638.7	AU-AWBS03_20141203_040345.wav	129.923	AW14_AU_BS3
359	Waveform 1	1	10705.955579865	10706.474379980	109.7	951.6	AU-AWBS03_20141203_040345.wav	130.960	AW14_AU_BS3
359	Spectrogram 1	1	10705.955579865	10706.474379980	109.7	951.6	AU-AWBS03_20141203_040345.wav	130.960	AW14_AU_BS3
360	Waveform 1	1	10709.673647359	10710.451847532	54.8	519.4	AU-AWBS03_20141203_040345.wav	134.679	AW14_AU_BS3
360	Spectrogram 1	1	10709.673647359	10710.451847532	54.8	519.4	AU-AWBS03_20141203_040345.wav	134.679	AW14_AU_BS3
361	Waveform 1	1	10711.748847821	10712.354114622	93.5	809.7	AU-AWBS03_20141203_040345.wav	136.754	AW14_AU_BS3
361	Spectrogram 1	1	10711.748847821	10712.354114622	93.5	809.7	AU-AWBS03_20141203_040345.wav	136.754	AW14_AU_BS3
362	Waveform 1	1	10712.411759079	10712.757625823	96.8	648.4	AU-AWBS03_20141203_040345.wav	137.417	AW14_AU_BS3
362	Spectrogram 1	1	10712.411759079	10712.757625823	96.8	648.4	AU-AWBS03_20141203_040345.wav	137.417	AW14_AU_BS3
363	Waveform 1	1	10714.573426227	10715.351626400	93.5	651.6	AU-AWBS03_20141203_040345.wav	139.578	AW14_AU_BS3
363	Spectrogram 1	1	10714.573426227	10715.351626400	93.5	651.6	AU-AWBS03_20141203_040345.wav	139.578	AW14_AU_BS3
364	Waveform 1	1	10718.262671493	10718.867938294	93.5	974.2	AU-AWBS03_20141203_040345.wav	143.268	AW14_AU_BS3
364	Spectrogram 1	1	10718.262671493	10718.867938294	93.5	974.2	AU-AWBS03_20141203_040345.wav	143.268	AW14_AU_BS3
365	Waveform 1	1	10719.773868490	10720.667357578	64.5	564.5	AU-AWBS03_20141203_040345.wav	144.779	AW14_AU_BS3
365	Spectrogram 1	1	10719.773868490	10720.667357578	64.5	564.5	AU-AWBS03_20141203_040345.wav	144.779	AW14_AU_BS3
366	Waveform 1	1	10723.607224899	10724.154847243	119.4	929.0	AU-AWBS03_20141203_040345.wav	148.612	AW14_AU_BS3
366	Spectrogram 1	1	10723.607224899	10724.154847243	119.4	929.0	AU-AWBS03_20141203_040345.wav	148.612	AW14_AU_BS3
367	Waveform 1	1	10724.846580731	10725.624780904	74.2	716.1	AU-AWBS03_20141203_040345.wav	149.852	AW14_AU_BS3
367	Spectrogram 1	1	10724.846580731	10725.624780904	74.2	716.1	AU-AWBS03_20141203_040345.wav	149.852	AW14_AU_BS3
368	Waveform 1	1	10734.824048283	10735.746359599	112.9	883.9	AU-AWBS03_20141203_040345.wav	159.829	AW14_AU_BS3
368	Spectrogram 1	1	10734.824048283	10735.746359599	112.9	883.9	AU-AWBS03_20141203_040345.wav	159.829	AW14_AU_BS3
369	Waveform 1	1	10736.157335465	10736.647313352	103.2	593.5	AU-AWBS03_20141203_040345.wav	161.162	AW14_AU_BS3
369	Spectrogram 1	1	10736.157335465	10736.647313352	103.2	593.5	AU-AWBS03_20141203_040345.wav	161.162	AW14_AU_BS3
370	Waveform 1	1	10739.875402959	10740.509491989	58.1	603.2	AU-AWBS03_20141203_040345.wav	164.880	AW14_AU_BS3
370	Spectrogram 1	1	10739.875402959	10740.509491989	58.1	603.2	AU-AWBS03_20141203_040345.wav	164.880	AW14_AU_BS3
371	Waveform 1	1	10745.005759657	10745.841604287	67.7	619.4	AU-AWBS03_20141203_040345.wav	170.011	AW14_AU_BS3
371	Spectrogram 1	1	10745.005759657	10745.841604287	67.7	619.4	AU-AWBS03_20141203_040345.wav	170.011	AW14_AU_BS3
372	Waveform 1	1	10749.886669183	10750.549580442	109.7	612.9	AU-AWBS03_20141203_040345.wav	174.892	AW14_AU_BS3
372	Spectrogram 1	1	10749.886669183	10750.549580442	109.7	612.9	AU-AWBS03_20141203_040345.wav	174.892	AW14_AU_BS3
373	Waveform 1	1	10754.642336908	10755.362892624	77.4	551.6	AU-AWBS03_20141203_040345.wav	179.647	AW14_AU_BS3
373	Spectrogram 1	1	10754.642336908	10755.362892624	77.4	551.6	AU-AWBS03_20141203_040345.wav	179.647	AW14_AU_BS3
375	Waveform 1	1	10764.423025303	10765.431803306	83.9	648.4	AU-AWBS03_20141203_040345.wav	189.428	AW14_AU_BS3
375	Spectrogram 1	1	10764.423025303	10765.431803306	83.9	648.4	AU-AWBS03_20141203_040345.wav	189.428	AW14_AU_BS3
377	Waveform 1	1	10774.921781193	10775.872914738	54.8	587.1	AU-AWBS03_20141203_040345.wav	199.927	AW14_AU_BS3
377	Spectrogram 1	1	10774.921781193	10775.872914738	54.8	587.1	AU-AWBS03_20141203_040345.wav	199.927	AW14_AU_BS3
378	Waveform 1	1	10780.369182405	10781.147382578	54.8	548.4	AU-AWBS03_20141203_040345.wav	205.374	AW14_AU_BS3
378	Spectrogram 1	1	10780.369182405	10781.147382578	54.8	548.4	AU-AWBS03_20141203_040345.wav	205.374	AW14_AU_BS3
379	Waveform 1	1	10785.745046262	10786.321490835	161.3	596.8	AU-AWBS03_20141203_040345.wav	210.750	AW14_AU_BS3
379	Spectrogram 1	1	10785.745046262	10786.321490835	161.3	596.8	AU-AWBS03_20141203_040345.wav	210.750	AW14_AU_BS3
380	Waveform 1	1	10790.933047417	10791.797714276	71.0	664.5	AU-AWBS03_20141203_040345.wav	215.938	AW14_AU_BS3
380	Spectrogram 1	1	10790.933047417	10791.797714276	71.0	664.5	AU-AWBS03_20141203_040345.wav	215.938	AW14_AU_BS3
381	Waveform 1	1	10792.864136735	10793.671159137	48.4	551.6	AU-AWBS03_20141203_040345.wav	217.869	AW14_AU_BS3
381	Spectrogram 1	1	10792.864136735	10793.671159137	48.4	551.6	AU-AWBS03_20141203_040345.wav	217.869	AW14_AU_BS3
382	Waveform 1	1	10796.121048571	10796.899248745	71.0	664.5	AU-AWBS03_20141203_040345.wav	221.126	AW14_AU_BS3
382	Spectrogram 1	1	10796.121048571	10796.899248745	71.0	664.5	AU-AWBS03_20141203_040345.wav	221.126	AW14_AU_BS3
383	Waveform 1	1	10857.653603132	10858.345336620	58.1	419.4	AU-AWBS03_20141203_041000.wav	57.659	AW14_AU_BS3
383	Spectrogram 1	1	10857.653603132	10858.345336620	58.1	419.4	AU-AWBS03_20141203_041000.wav	57.659	AW14_AU_BS3
384	Waveform 1	1	10858.460625534	10859.354114622	67.7	664.5	AU-AWBS03_20141203_041000.wav	58.465	AW14_AU_BS3
384	Spectrogram 1	1	10858.460625534	10859.354114622	67.7	664.5	AU-AWBS03_20141203_041000.wav	58.465	AW14_AU_BS3
385	Waveform 1	1	10867.434291527	10867.895447186	61.3	867.7	AU-AWBS03_20141203_041000.wav	67.439	AW14_AU_BS3
385	Spectrogram 1	1	10867.434291527	10867.895447186	61.3	867.7	AU-AWBS03_20141203_041000.wav	67.439	AW14_AU_BS3
386	Waveform 1	1	10868.039558329	10868.500713987	61.3	835.5	AU-AWBS03_20141203_041000.wav	68.044	AW14_AU_BS3
386	Spectrogram 1	1	10868.039558329	10868.500713987	61.3	835.5	AU-AWBS03_20141203_041000.wav	68.044	AW14_AU_BS3
387	Waveform 1	1	10869.682425361	10870.489447763	61.3	632.3	AU-AWBS03_20141203_041000.wav	69.688	AW14_AU_BS3
387	Spectrogram 1	1	10869.682425361	10870.489447763	61.3	632.3	AU-AWBS03_20141203_041000.wav	69.688	AW14_AU_BS3
388	Waveform 1	1	10871.757625823	10872.362892624	93.5	571.0	AU-AWBS03_20141203_041000.wav	71.763	AW14_AU_BS3
388	Spectrogram 1	1	10871.757625823	10872.362892624	93.5	571.0	AU-AWBS03_20141203_041000.wav	71.763	AW14_AU_BS3
389	Waveform 1	1	10875.043359888	10875.446871089	158.1	890.3	AU-AWBS03_20141203_041000.wav	75.048	AW14_AU_BS3
389	Spectrogram 1	1	10875.043359888	10875.446871089	158.1	890.3	AU-AWBS03_20141203_041000.wav	75.048	AW14_AU_BS3
390	Waveform 1	1	10876.869113179	10877.416735523	129.0	954.8	AU-AWBS03_20141203_041000.wav	76.874	AW14_AU_BS3
390	Spectrogram 1	1	10876.869113179	10877.416735523	129.0	954.8	AU-AWBS03_20141203_041000.wav	76.874	AW14_AU_BS3
391	Waveform 1	1	10877.416735523	10878.079646781	129.0	967.7	AU-AWBS03_20141203_041000.wav	77.421	AW14_AU_BS3
391	Spectrogram 1	1	10877.416735523	10878.079646781	129.0	967.7	AU-AWBS03_20141203_041000.wav	77.421	AW14_AU_BS3
392	Waveform 1	1	10880.097202786	10880.702469587	129.0	964.5	AU-AWBS03_20141203_041000.wav	80.102	AW14_AU_BS3
392	Spectrogram 1	1	10880.097202786	10880.702469587	129.0	964.5	AU-AWBS03_20141203_041000.wav	80.102	AW14_AU_BS3
393	Waveform 1	1	10882.114758791	10882.489447763	87.1	987.1	AU-AWBS03_20141203_041000.wav	82.120	AW14_AU_BS3
393	Spectrogram 1	1	10882.114758791	10882.489447763	87.1	987.1	AU-AWBS03_20141203_041000.wav	82.120	AW14_AU_BS3
394	Waveform 1	1	10882.518269992	10883.152359022	119.4	983.9	AU-AWBS03_20141203_041000.wav	82.523	AW14_AU_BS3
394	Spectrogram 1	1	10882.518269992	10883.152359022	119.4	983.9	AU-AWBS03_20141203_041000.wav	82.523	AW14_AU_BS3
395	Waveform 1	1	10885.285203941	10885.717537370	171.0	958.1	AU-AWBS03_20141203_041000.wav	85.290	AW14_AU_BS3
395	Spectrogram 1	1	10885.285203941	10885.717537370	171.0	958.1	AU-AWBS03_20141203_041000.wav	85.290	AW14_AU_BS3
396	Waveform 1	1	10887.129826574	10887.562160003	141.9	974.2	AU-AWBS03_20141203_041000.wav	87.135	AW14_AU_BS3
396	Spectrogram 1	1	10887.129826574	10887.562160003	141.9	974.2	AU-AWBS03_20141203_041000.wav	87.135	AW14_AU_BS3
397	Waveform 1	1	10886.063404114	10886.639848687	164.5	429.0	AU-AWBS03_20141203_041000.wav	86.068	AW14_AU_BS3
397	Spectrogram 1	1	10886.063404114	10886.639848687	164.5	429.0	AU-AWBS03_20141203_041000.wav	86.068	AW14_AU_BS3
398	Waveform 1	1	10887.648626689	10888.109782347	138.7	987.1	AU-AWBS03_20141203_041000.wav	87.653	AW14_AU_BS3
398	Spectrogram 1	1	10887.648626689	10888.109782347	138.7	987.1	AU-AWBS03_20141203_041000.wav	87.653	AW14_AU_BS3
399	Waveform 1	1	10890.745046262	10891.523246435	58.1	396.8	AU-AWBS03_20141203_041000.wav	90.750	AW14_AU_BS3
399	Spectrogram 1	1	10890.745046262	10891.523246435	58.1	396.8	AU-AWBS03_20141203_041000.wav	90.750	AW14_AU_BS3
400	Waveform 1	1	10895.356602844	10895.875402959	67.7	525.8	AU-AWBS03_20141203_041000.wav	95.361	AW14_AU_BS3
400	Spectrogram 1	1	10895.356602844	10895.875402959	67.7	525.8	AU-AWBS03_20141203_041000.wav	95.361	AW14_AU_BS3
401	Waveform 1	1	10899.535825996	10900.285203941	106.5	629.0	AU-AWBS03_20141203_041000.wav	99.541	AW14_AU_BS3
401	Spectrogram 1	1	10899.535825996	10900.285203941	106.5	629.0	AU-AWBS03_20141203_041000.wav	99.541	AW14_AU_BS3
402	Waveform 1	1	10904.644825130	10905.394203075	80.6	577.4	AU-AWBS03_20141203_041000.wav	104.650	AW14_AU_BS3
402	Spectrogram 1	1	10904.644825130	10905.394203075	80.6	577.4	AU-AWBS03_20141203_041000.wav	104.650	AW14_AU_BS3
