Selection	View	Chanel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	action
483	Spectrogram 1	1	7841.996826	7842.590088	65	135	n
484	Waveform 1	1	7842.590088	7842.656006	400	800	n
484	Spectrogram 1	1	7842.590088	7842.656006	400	800	n
485	Waveform 1	1	7862.695068	7863.354248	85	135	n
485	Spectrogram 1	1	7862.695068	7863.354248	85	135	n
486	Waveform 1	1	7888.93042	7888.996338	600	850	n
486	Spectrogram 1	1	7888.93042	7888.996338	600	850	n
487	Waveform 1	1	7896.576904	7896.642822	350	650	n
487	Spectrogram 1	1	7896.576904	7896.642822	350	650	n
488	Waveform 1	1	7908.969482	7909.496826	75	165	n
488	Spectrogram 1	1	7908.969482	7909.496826	75	165	n
489	Waveform 1	1	7913.715576	7914.57251	75	125	n
489	Spectrogram 1	1	7913.715576	7914.57251	75	125	n
490	Waveform 1	1	7930.45874	7930.722412	75	450	y
490	Spectrogram 1	1	7930.45874	7930.722412	75	450	y
491	Waveform 1	1	7936.720947	7936.918701	150	550	y
491	Spectrogram 1	1	7936.720947	7936.918701	150	550	y
492	Waveform 1	1	7943.246826	7943.44458	200	500	y
492	Spectrogram 1	1	7943.246826	7943.44458	200	500	y
493	Waveform 1	1	7952.475342	7953.200439	65	125	n
493	Spectrogram 1	1	7952.475342	7953.200439	65	125	n
494	Waveform 1	1	7959.98999	7960.583252	75	135	n
494	Spectrogram 1	1	7959.98999	7960.583252	75	135	n
495	Waveform 1	1	7965.757813	7966.186279	105	350	n
495	Spectrogram 1	1	7965.757813	7966.186279	105	350	n
496	Waveform 1	1	7966.647705	7966.713623	200	850	n
496	Spectrogram 1	1	7966.647705	7966.713623	200	850	n
497	Waveform 1	1	7976.205811	7976.799072	65	850	n
497	Spectrogram 1	1	7976.205811	7976.799072	65	850	n
498	Waveform 1	1	7999.079346	7999.738525	65	165	n
498	Spectrogram 1	1	7999.079346	7999.738525	65	165	n
499	Waveform 1	1	8007.121338	8007.780518	75	145	n
499	Spectrogram 1	1	8007.121338	8007.780518	75	145	n
500	Waveform 1	1	8009.626221	8009.692139	350	700	n
500	Spectrogram 1	1	8009.626221	8009.692139	350	700	n
501	Waveform 1	1	8011.406006	8011.471924	200	850	n
501	Spectrogram 1	1	8011.406006	8011.471924	200	850	n
502	Waveform 1	1	8013.910889	8015.031494	65	135	n
502	Spectrogram 1	1	8013.910889	8015.031494	65	135	n
503	Waveform 1	1	8019.645752	8020.173096	85	400	n
503	Spectrogram 1	1	8019.645752	8020.173096	85	400	n
504	Waveform 1	1	8030.522217	8030.719971	65	450	n
504	Spectrogram 1	1	8030.522217	8030.719971	65	450	n
505	Waveform 1	1	8037.839111	8038.366455	115	400	n
505	Spectrogram 1	1	8037.839111	8038.366455	115	400	n
506	Waveform 1	1	8070.468506	8070.929932	105	350	n
506	Spectrogram 1	1	8070.468506	8070.929932	105	350	n
507	Waveform 1	1	8077.192139	8077.455811	75	400	n
507	Spectrogram 1	1	8077.192139	8077.455811	75	400	n
508	Waveform 1	1	8087.475342	8087.936768	65	165	n
508	Spectrogram 1	1	8087.475342	8087.936768	65	165	n
509	Waveform 1	1	8098.945068	8099.670166	65	125	n
509	Spectrogram 1	1	8098.945068	8099.670166	65	125	n
510	Waveform 1	1	8101.120361	8101.318115	135	750	y
510	Spectrogram 1	1	8101.120361	8101.318115	135	750	y
511	Waveform 1	1	8136.781982	8137.309326	65	500	n
511	Spectrogram 1	1	8136.781982	8137.309326	65	500	n
512	Waveform 1	1	8149.635986	8150.624756	75	145	n
512	Spectrogram 1	1	8149.635986	8150.624756	75	145	n
513	Waveform 1	1	8150.756592	8151.547607	75	350	n
513	Spectrogram 1	1	8150.756592	8151.547607	75	350	n
514	Waveform 1	1	8152.404541	8152.800049	75	165	n
514	Spectrogram 1	1	8152.404541	8152.800049	75	165	n
515	Waveform 1	1	8167.499756	8167.631592	200	450	y
515	Spectrogram 1	1	8167.499756	8167.631592	200	450	y
516	Waveform 1	1	8173.827881	8173.959717	200	750	y
516	Spectrogram 1	1	8173.827881	8173.959717	200	750	y
517	Waveform 1	1	8179.628662	8179.892334	65	165	n
517	Spectrogram 1	1	8179.628662	8179.892334	65	165	n
518	Waveform 1	1	8189.780029	8190.505127	65	145	n
518	Spectrogram 1	1	8189.780029	8190.505127	65	145	n
519	Waveform 1	1	8202.568115	8203.161377	65	135	n
519	Spectrogram 1	1	8202.568115	8203.161377	65	135	n
520	Waveform 1	1	8210.346436	8210.544189	75	300	n
520	Spectrogram 1	1	8210.346436	8210.544189	75	300	n
521	Waveform 1	1	8272.045654	8272.638916	65	850	n
521	Spectrogram 1	1	8272.045654	8272.638916	65	850	n
522	Waveform 1	1	8288.129639	8288.459229	75	165	n
522	Spectrogram 1	1	8288.129639	8288.459229	75	165	n
523	Waveform 1	1	8296.171631	8296.764893	95	165	n
523	Spectrogram 1	1	8296.171631	8296.764893	95	165	n
524	Waveform 1	1	8326.230225	8326.757568	75	135	n
524	Spectrogram 1	1	8326.230225	8326.757568	75	135	n
525	Waveform 1	1	8333.415283	8333.942627	75	145	n
525	Spectrogram 1	1	8333.415283	8333.942627	75	145	n
526	Waveform 1	1	8343.89624	8344.687256	65	135	n
526	Spectrogram 1	1	8343.89624	8344.687256	65	135	n
527	Waveform 1	1	8365.97876	8366.835693	65	135	n
527	Spectrogram 1	1	8365.97876	8366.835693	65	135	n
528	Waveform 1	1	8389.775146	8390.368408	65	450	n
528	Spectrogram 1	1	8389.775146	8390.368408	65	450	n
529	Waveform 1	1	8402.563232	8402.62915	200	800	n
529	Spectrogram 1	1	8402.563232	8402.62915	200	800	n
530	Waveform 1	1	8409.748291	8410.473389	65	450	n
530	Spectrogram 1	1	8409.748291	8410.473389	65	450	n
531	Waveform 1	1	8417.790283	8418.383545	65	125	n
531	Spectrogram 1	1	8417.790283	8418.383545	65	125	n
532	Waveform 1	1	8439.279541	8439.938721	75	125	n
532	Spectrogram 1	1	8439.279541	8439.938721	75	125	n
533	Waveform 1	1	8458.989014	8459.12085	115	400	n
533	Spectrogram 1	1	8458.989014	8459.12085	115	400	n
534	Waveform 1	1	8497.353271	8498.473877	95	800	n
534	Spectrogram 1	1	8497.353271	8498.473877	95	800	n
535	Waveform 1	1	8519.435791	8520.160889	65	450	n
535	Spectrogram 1	1	8519.435791	8520.160889	65	450	n
536	Waveform 1	1	8523.852295	8524.379639	85	145	n
536	Spectrogram 1	1	8523.852295	8524.379639	85	145	n
537	Waveform 1	1	8573.224854	8574.279541	65	165	n
537	Spectrogram 1	1	8573.224854	8574.279541	65	165	n
538	Waveform 1	1	8577.707275	8577.905029	75	300	n
538	Spectrogram 1	1	8577.707275	8577.905029	75	300	n
539	Waveform 1	1	8590.824951	8591.879639	75	135	n
539	Spectrogram 1	1	8590.824951	8591.879639	75	135	n
540	Waveform 1	1	8645.009521	8645.536865	65	165	n
540	Spectrogram 1	1	8645.009521	8645.536865	65	165	n
541	Waveform 1	1	8669.531006	8669.662842	85	400	n
541	Spectrogram 1	1	8669.531006	8669.662842	85	400	n
542	Waveform 1	1	8671.047119	8671.574463	115	650	n
542	Spectrogram 1	1	8671.047119	8671.574463	115	650	n
543	Waveform 1	1	8719.69458	8720.419678	105	600	n
543	Spectrogram 1	1	8719.69458	8720.419678	105	600	n
544	Waveform 1	1	8750.676025	8751.137451	65	165	n
544	Spectrogram 1	1	8750.676025	8751.137451	65	165	n
545	Waveform 1	1	8753.708252	8753.840088	65	400	n
545	Spectrogram 1	1	8753.708252	8753.840088	65	400	n
546	Waveform 1	1	8755.817627	8755.883545	200	450	y
546	Spectrogram 1	1	8755.817627	8755.883545	200	450	y
547	Waveform 1	1	8756.081299	8756.213135	250	850	y
547	Spectrogram 1	1	8756.081299	8756.213135	250	850	y
548	Waveform 1	1	8762.804932	8763.002686	200	850	y
548	Spectrogram 1	1	8762.804932	8763.002686	200	850	y
549	Waveform 1	1	8765.573486	8766.166748	65	400	n
549	Spectrogram 1	1	8765.573486	8766.166748	65	400	n
550	Waveform 1	1	8773.549561	8773.747314	65	350	n
550	Spectrogram 1	1	8773.549561	8773.747314	65	350	n
551	Waveform 1	1	8776.779541	8777.570557	65	135	n
551	Spectrogram 1	1	8776.779541	8777.570557	65	135	n
552	Waveform 1	1	8785.217041	8785.546631	65	800	n
552	Spectrogram 1	1	8785.217041	8785.546631	65	800	n
553	Waveform 1	1	8810.331787	8810.925049	65	165	n
553	Spectrogram 1	1	8810.331787	8810.925049	65	165	n
554	Waveform 1	1	8835.973877	8836.698975	105	850	n
554	Spectrogram 1	1	8835.973877	8836.698975	105	850	n
555	Waveform 1	1	8862.077393	8862.736572	65	135	n
555	Spectrogram 1	1	8862.077393	8862.736572	65	135	n
556	Waveform 1	1	8869.592041	8870.119385	75	135	n
556	Spectrogram 1	1	8869.592041	8870.119385	75	135	n
557	Waveform 1	1	8876.974854	8877.502197	65	115	n
557	Spectrogram 1	1	8876.974854	8877.502197	65	115	n
558	Waveform 1	1	8891.872314	8892.465576	65	165	n
558	Spectrogram 1	1	8891.872314	8892.465576	65	165	n
559	Waveform 1	1	8899.650635	8900.243896	65	135	n
559	Spectrogram 1	1	8899.650635	8900.243896	65	135	n
560	Waveform 1	1	8915.470947	8915.998291	85	400	n
560	Spectrogram 1	1	8915.470947	8915.998291	85	400	n
561	Waveform 1	1	8922.260498	8923.381104	65	350	n
561	Spectrogram 1	1	8922.260498	8923.381104	65	350	n
562	Waveform 1	1	8930.236572	8931.225342	65	145	n
562	Spectrogram 1	1	8930.236572	8931.225342	65	145	n
563	Waveform 1	1	8942.233643	8942.760986	65	115	n
563	Spectrogram 1	1	8942.233643	8942.760986	65	115	n
564	Waveform 1	1	8945.595459	8946.320557	65	135	n
564	Spectrogram 1	1	8945.595459	8946.320557	65	135	n
565	Waveform 1	1	8985.871338	8985.937256	400	700	n
565	Spectrogram 1	1	8985.871338	8985.937256	400	700	n
566	Waveform 1	1	9044.472412	9044.999756	65	300	n
566	Spectrogram 1	1	9044.472412	9044.999756	65	300	n
567	Waveform 1	1	9053.30542	9053.503174	65	165	n
567	Spectrogram 1	1	9053.30542	9053.503174	65	165	n
568	Waveform 1	1	9055.876221	9056.073975	105	500	y
568	Spectrogram 1	1	9055.876221	9056.073975	105	500	y
569	Waveform 1	1	9061.281494	9061.940674	65	145	n
569	Spectrogram 1	1	9061.281494	9061.940674	65	145	n
570	Waveform 1	1	9063.061279	9063.720459	105	700	n
570	Spectrogram 1	1	9063.061279	9063.720459	105	700	n
571	Waveform 1	1	9101.491455	9102.546143	75	135	n
571	Spectrogram 1	1	9101.491455	9102.546143	75	135	n
572	Waveform 1	1	9104.721436	9105.314697	65	135	n
572	Spectrogram 1	1	9104.721436	9105.314697	65	135	n
573	Waveform 1	1	9122.848877	9122.914795	125	750	n
573	Spectrogram 1	1	9122.848877	9122.914795	125	750	n
574	Waveform 1	1	9125.02417	9125.749268	105	500	n
574	Spectrogram 1	1	9125.02417	9125.749268	105	500	n
575	Waveform 1	1	9135.307373	9136.164307	85	135	n
575	Spectrogram 1	1	9135.307373	9136.164307	85	135	n
576	Waveform 1	1	9138.932861	9139.130615	75	300	n
576	Spectrogram 1	1	9138.932861	9139.130615	75	300	n
577	Waveform 1	1	9145.45874	9147.172607	65	115	n
577	Spectrogram 1	1	9145.45874	9147.172607	65	115	n
578	Waveform 1	1	9148.095459	9148.161377	350	850	n
578	Spectrogram 1	1	9148.095459	9148.161377	350	850	n
579	Waveform 1	1	9155.412354	9155.676025	105	300	y
579	Spectrogram 1	1	9155.412354	9155.676025	105	300	y
580	Waveform 1	1	9199.445557	9200.104736	75	125	n
580	Spectrogram 1	1	9199.445557	9200.104736	75	125	n
581	Waveform 1	1	9215.529541	9216.452393	65	165	n
581	Spectrogram 1	1	9215.529541	9216.452393	65	165	n
582	Waveform 1	1	9224.164795	9226.010498	65	450	n
582	Spectrogram 1	1	9224.164795	9226.010498	65	450	n
583	Waveform 1	1	9282.502197	9282.634033	350	800	n
583	Spectrogram 1	1	9282.502197	9282.634033	350	800	n
584	Waveform 1	1	9285.534424	9286.061768	65	145	n
584	Spectrogram 1	1	9285.534424	9286.061768	65	145	n
585	Waveform 1	1	9290.2146	9291.137451	65	135	n
585	Spectrogram 1	1	9290.2146	9291.137451	65	135	n
586	Waveform 1	1	9292.653564	9293.312744	65	165	n
586	Spectrogram 1	1	9292.653564	9293.312744	65	165	n
587	Waveform 1	1	9304.452881	9305.112061	65	145	n
587	Spectrogram 1	1	9304.452881	9305.112061	65	145	n
588	Waveform 1	1	9319.548096	9320.734619	75	145	n
588	Spectrogram 1	1	9319.548096	9320.734619	75	145	n
589	Waveform 1	1	9338.993896	9339.125732	150	450	y
589	Spectrogram 1	1	9338.993896	9339.125732	150	450	y
590	Waveform 1	1	9345.387939	9346.047119	65	145	n
590	Spectrogram 1	1	9345.387939	9346.047119	65	145	n
591	Waveform 1	1	9346.047119	9346.178955	200	450	y
591	Spectrogram 1	1	9346.047119	9346.178955	200	450	y
592	Waveform 1	1	9352.50708	9353.561768	85	135	n
592	Spectrogram 1	1	9352.50708	9353.561768	85	135	n
593	Waveform 1	1	9381.181396	9382.03833	75	125	n
593	Spectrogram 1	1	9381.181396	9382.03833	75	125	n
594	Waveform 1	1	9408.207764	9408.471436	95	300	n
594	Spectrogram 1	1	9408.207764	9408.471436	95	300	n
595	Waveform 1	1	9415.195068	9415.78833	65	165	n
595	Spectrogram 1	1	9415.195068	9415.78833	65	165	n
596	Waveform 1	1	9419.875244	9420.402588	85	145	n
596	Spectrogram 1	1	9419.875244	9420.402588	85	145	n
597	Waveform 1	1	9434.574951	9435.497803	65	125	n
597	Spectrogram 1	1	9434.574951	9435.497803	65	125	n
598	Waveform 1	1	9470.829834	9471.027588	105	400	n
598	Spectrogram 1	1	9470.829834	9471.027588	105	400	n
599	Waveform 1	1	9491.132568	9491.659912	65	450	n
599	Spectrogram 1	1	9491.132568	9491.659912	65	450	n
600	Waveform 1	1	9527.782959	9528.442139	85	135	n
600	Spectrogram 1	1	9527.782959	9528.442139	85	135	n
601	Waveform 1	1	9535.495361	9536.022705	75	145	n
601	Spectrogram 1	1	9535.495361	9536.022705	75	145	n
602	Waveform 1	1	9543.273682	9543.801025	65	145	n
602	Spectrogram 1	1	9543.273682	9543.801025	65	145	n
603	Waveform 1	1	9558.89624	9559.028076	65	250	n
603	Spectrogram 1	1	9558.89624	9559.028076	65	250	n
604	Waveform 1	1	9615.585693	9615.783447	65	400	n
604	Spectrogram 1	1	9615.585693	9615.783447	65	400	n
605	Waveform 1	1	9619.870361	9620.595459	85	135	n
605	Spectrogram 1	1	9619.870361	9620.595459	85	135	n
606	Waveform 1	1	9624.484619	9625.011963	85	145	n
606	Spectrogram 1	1	9624.484619	9625.011963	85	145	n
607	Waveform 1	1	9643.139404	9643.534912	85	700	y
607	Spectrogram 1	1	9643.139404	9643.534912	85	700	y
608	Waveform 1	1	9656.520752	9656.784424	115	550	y
608	Spectrogram 1	1	9656.520752	9656.784424	115	550	y
609	Waveform 1	1	9660.739502	9661.13501	65	450	n
609	Spectrogram 1	1	9660.739502	9661.13501	65	450	n
610	Waveform 1	1	9662.519287	9662.980713	75	600	n
610	Spectrogram 1	1	9662.519287	9662.980713	75	600	n
611	Waveform 1	1	9710.968994	9711.496338	85	135	n
611	Spectrogram 1	1	9710.968994	9711.496338	85	135	n
612	Waveform 1	1	9718.813232	9719.340576	85	135	n
612	Spectrogram 1	1	9718.813232	9719.340576	85	135	n
613	Waveform 1	1	9722.240967	9722.504639	65	400	n
613	Spectrogram 1	1	9722.240967	9722.504639	65	400	n
614	Waveform 1	1	9726.393799	9727.184814	65	135	n
614	Spectrogram 1	1	9726.393799	9727.184814	65	135	n
615	Waveform 1	1	9756.056885	9756.979736	65	145	n
615	Spectrogram 1	1	9756.056885	9756.979736	65	145	n
616	Waveform 1	1	9772.140869	9772.931885	75	135	n
616	Spectrogram 1	1	9772.140869	9772.931885	75	135	n
617	Waveform 1	1	9791.454834	9791.520752	200	850	n
617	Spectrogram 1	1	9791.454834	9791.520752	200	850	n
618	Waveform 1	1	9843.727783	9844.123291	85	165	n
618	Spectrogram 1	1	9843.727783	9844.123291	85	165	n
619	Waveform 1	1	9890.463623	9890.661377	200	850	y
619	Spectrogram 1	1	9890.463623	9890.661377	200	850	y
620	Waveform 1	1	9908.986572	9909.184326	200	750	y
620	Spectrogram 1	1	9908.986572	9909.184326	200	750	y
621	Waveform 1	1	9915.314697	9915.578369	115	500	y
621	Spectrogram 1	1	9915.314697	9915.578369	115	500	y
622	Waveform 1	1	9925.92749	9926.454834	85	135	n
622	Spectrogram 1	1	9925.92749	9926.454834	85	135	n
623	Waveform 1	1	9950.383057	9950.580811	200	700	n
623	Spectrogram 1	1	9950.383057	9950.580811	200	700	n
624	Waveform 1	1	9957.172607	9957.436279	105	165	n
624	Spectrogram 1	1	9957.172607	9957.436279	105	165	n
625	Waveform 1	1	9975.234131	9975.431885	75	750	n
625	Spectrogram 1	1	9975.234131	9975.431885	75	750	n
626	Waveform 1	1	9976.025146	9977.343506	85	135	n
626	Spectrogram 1	1	9976.025146	9977.343506	85	135	n
627	Waveform 1	1	9992.438721	9992.504639	300	550	n
627	Spectrogram 1	1	9992.438721	9992.504639	300	550	n
628	Waveform 1	1	10013.59839	10014.25757	75	500	n
628	Spectrogram 1	1	10013.59839	10014.25757	75	500	n
629	Waveform 1	1	10028.2981	10028.82544	65	300	n
629	Spectrogram 1	1	10028.2981	10028.82544	65	300	n
630	Waveform 1	1	10051.69897	10051.96265	75	300	n
630	Spectrogram 1	1	10051.69897	10051.96265	75	300	n
631	Waveform 1	1	10064.35522	10064.42114	200	800	n
631	Spectrogram 1	1	10064.35522	10064.42114	200	800	n
632	Waveform 1	1	10085.38306	10085.84448	65	165	n
632	Spectrogram 1	1	10085.38306	10085.84448	65	165	n
633	Waveform 1	1	10093.16138	10093.82056	75	350	n
633	Spectrogram 1	1	10093.16138	10093.82056	75	350	n
634	Waveform 1	1	10099.4895	10099.62134	350	650	y
634	Spectrogram 1	1	10099.4895	10099.62134	350	650	y
635	Waveform 1	1	10102.65356	10103.11499	65	250	n
635	Spectrogram 1	1	10102.65356	10103.11499	65	250	n
636	Waveform 1	1	10112.93677	10113.46411	65	135	n
636	Spectrogram 1	1	10112.93677	10113.46411	65	135	n
637	Waveform 1	1	10128.22974	10128.49341	65	350	y
637	Spectrogram 1	1	10128.22974	10128.49341	65	350	y
638	Waveform 1	1	10132.31665	10132.97583	65	165	n
638	Spectrogram 1	1	10132.31665	10132.97583	65	165	n
639	Waveform 1	1	10147.08228	10147.74146	115	650	y
639	Spectrogram 1	1	10147.08228	10147.74146	115	650	y
640	Waveform 1	1	10151.76245	10152.35571	65	135	n
640	Spectrogram 1	1	10151.76245	10152.35571	65	135	n
641	Waveform 1	1	10153.47632	10153.60815	250	700	y
641	Spectrogram 1	1	10153.47632	10153.60815	250	700	y
642	Waveform 1	1	10156.7063	10156.83813	300	650	y
642	Spectrogram 1	1	10156.7063	10156.83813	300	650	y
643	Waveform 1	1	10160.0022	10160.99097	65	850	y
643	Spectrogram 1	1	10160.0022	10160.99097	65	850	y
644	Waveform 1	1	10163.23218	10163.36401	350	750	y
644	Spectrogram 1	1	10163.23218	10163.36401	350	750	y
645	Waveform 1	1	10166.59399	10166.72583	300	750	y
645	Spectrogram 1	1	10166.59399	10166.72583	300	750	y
646	Waveform 1	1	10184.52368	10185.18286	65	165	n
646	Spectrogram 1	1	10184.52368	10185.18286	65	165	n
647	Waveform 1	1	10207.39722	10208.71558	75	165	n
647	Spectrogram 1	1	10207.39722	10208.71558	75	165	n
648	Waveform 1	1	10245.43188	10245.76147	85	300	n
648	Spectrogram 1	1	10245.43188	10245.76147	85	300	n
649	Waveform 1	1	10268.2395	10268.30542	200	500	n
649	Spectrogram 1	1	10268.2395	10268.30542	200	500	n
650	Waveform 1	1	10273.51294	10273.64478	200	500	n
650	Spectrogram 1	1	10273.51294	10273.64478	200	500	n
651	Waveform 1	1	10284.65308	10286.23511	75	135	n
651	Spectrogram 1	1	10284.65308	10286.23511	75	135	n
652	Waveform 1	1	10320.11694	10320.3147	75	350	n
652	Spectrogram 1	1	10320.11694	10320.3147	75	350	n
653	Waveform 1	1	10327.69751	10328.48853	75	135	n
653	Spectrogram 1	1	10327.69751	10328.48853	75	135	n
654	Waveform 1	1	10332.90503	10333.36646	115	400	n
654	Spectrogram 1	1	10332.90503	10333.36646	115	400	n
655	Waveform 1	1	10354.65796	10355.25122	65	125	n
655	Spectrogram 1	1	10354.65796	10355.25122	65	125	n
656	Waveform 1	1	10381.09106	10381.15698	250	750	n
656	Spectrogram 1	1	10381.09106	10381.15698	250	750	n
657	Waveform 1	1	10399.81177	10400.93237	65	135	n
657	Spectrogram 1	1	10399.81177	10400.93237	65	135	n
658	Waveform 1	1	10403.37134	10403.50317	150	550	y
658	Spectrogram 1	1	10403.37134	10403.50317	150	550	y
659	Waveform 1	1	10409.36987	10409.63354	105	300	n
659	Spectrogram 1	1	10409.36987	10409.63354	105	300	n
660	Waveform 1	1	10409.63354	10409.8313	75	800	y
660	Spectrogram 1	1	10409.63354	10409.8313	75	800	y
661	Waveform 1	1	10419.19165	10419.71899	85	500	y
661	Spectrogram 1	1	10419.19165	10419.71899	85	500	y
662	Waveform 1	1	10423.93774	10424.46509	85	135	n
662	Spectrogram 1	1	10423.93774	10424.46509	85	135	n
663	Waveform 1	1	10466.323	10466.52075	75	650	n
663	Spectrogram 1	1	10466.323	10466.52075	75	650	n
664	Waveform 1	1	10497.76587	10498.29321	85	145	n
664	Spectrogram 1	1	10497.76587	10498.29321	85	145	n
665	Waveform 1	1	10524.33081	10524.72632	105	350	n
665	Spectrogram 1	1	10524.33081	10524.72632	105	350	n
666	Waveform 1	1	10556.76245	10557.02612	65	300	n
666	Spectrogram 1	1	10556.76245	10557.02612	65	300	n
667	Waveform 1	1	10560.78345	10561.37671	75	300	n
667	Spectrogram 1	1	10560.78345	10561.37671	75	300	n
668	Waveform 1	1	10566.91382	10567.573	75	125	n
668	Spectrogram 1	1	10566.91382	10567.573	75	125	n
669	Waveform 1	1	10592.09448	10592.1604	300	800	n
669	Spectrogram 1	1	10592.09448	10592.1604	300	800	n
670	Waveform 1	1	10598.68628	10599.34546	65	145	n
670	Spectrogram 1	1	10598.68628	10599.34546	65	145	n
671	Waveform 1	1	10606.66235	10607.12378	65	165	n
671	Spectrogram 1	1	10606.66235	10607.12378	65	165	n
672	Waveform 1	1	10614.77026	10615.23169	85	650	n
672	Spectrogram 1	1	10614.77026	10615.23169	85	650	n
673	Waveform 1	1	10623.99878	10624.19653	115	450	n
673	Spectrogram 1	1	10623.99878	10624.19653	115	450	n
674	Waveform 1	1	10631.84302	10632.10669	75	165	n
674	Spectrogram 1	1	10631.84302	10632.10669	75	165	n
675	Waveform 1	1	10637.51196	10638.23706	85	145	n
675	Spectrogram 1	1	10637.51196	10638.23706	85	145	n
676	Waveform 1	1	10649.97046	10650.16821	115	550	y
676	Spectrogram 1	1	10649.97046	10650.16821	115	550	y
677	Waveform 1	1	10656.23267	10656.95776	95	550	y
677	Spectrogram 1	1	10656.23267	10656.95776	95	550	y
678	Waveform 1	1	10666.38403	10666.58179	75	165	n
678	Spectrogram 1	1	10666.38403	10666.58179	75	165	n
679	Waveform 1	1	10675.8103	10676.20581	75	165	n
679	Spectrogram 1	1	10675.8103	10676.20581	75	165	n
680	Waveform 1	1	10681.61108	10681.677	200	500	n
680	Spectrogram 1	1	10681.61108	10681.677	200	500	n
681	Waveform 1	1	10681.80884	10682.4021	95	165	n
681	Spectrogram 1	1	10681.80884	10682.4021	95	165	n
682	Waveform 1	1	10687.21411	10687.28003	300	650	n
682	Spectrogram 1	1	10687.21411	10687.28003	300	650	n
683	Waveform 1	1	10708.04419	10708.24194	115	400	y
683	Spectrogram 1	1	10708.04419	10708.24194	115	400	y
684	Waveform 1	1	10734.47729	10735.07056	125	850	y
684	Spectrogram 1	1	10734.47729	10735.07056	125	850	y
685	Waveform 1	1	10744.16724	10744.23315	200	600	n
685	Spectrogram 1	1	10744.16724	10744.23315	200	600	n
686	Waveform 1	1	10747.39722	10747.66089	250	650	y
686	Spectrogram 1	1	10747.39722	10747.66089	250	650	y
687	Waveform 1	1	10752.34106	10752.73657	65	400	n
687	Spectrogram 1	1	10752.34106	10752.73657	65	400	n
688	Waveform 1	1	10758.93286	10759.13062	95	165	n
688	Spectrogram 1	1	10758.93286	10759.13062	95	165	n
689	Waveform 1	1	10766.64526	10767.17261	65	165	n
689	Spectrogram 1	1	10766.64526	10767.17261	65	165	n
690	Waveform 1	1	10801.2522	10801.77954	85	145	n
690	Spectrogram 1	1	10801.2522	10801.77954	85	145	n
691	Waveform 1	1	10829.06958	10829.33325	200	500	y
691	Spectrogram 1	1	10829.06958	10829.33325	200	500	y
692	Waveform 1	1	10835.33179	10835.52954	65	165	n
692	Spectrogram 1	1	10835.33179	10835.52954	65	165	n
693	Waveform 1	1	10836.25464	10836.8479	105	850	n
693	Spectrogram 1	1	10836.25464	10836.8479	105	850	n
694	Waveform 1	1	10837.573	10838.10034	75	135	n
694	Spectrogram 1	1	10837.573	10838.10034	75	135	n
695	Waveform 1	1	10844.09888	10844.29663	150	400	n
695	Spectrogram 1	1	10844.09888	10844.29663	150	400	n
696	Waveform 1	1	10848.11987	10848.18579	200	850	n
696	Spectrogram 1	1	10848.11987	10848.18579	200	850	n
697	Waveform 1	1	10881.93579	10882.13354	65	165	n
697	Spectrogram 1	1	10881.93579	10882.13354	65	165	n
698	Waveform 1	1	10897.22876	10897.3606	85	300	n
698	Spectrogram 1	1	10897.22876	10897.3606	85	300	n
699	Waveform 1	1	10911.53296	10911.86255	85	500	n
699	Spectrogram 1	1	10911.53296	10911.86255	85	500	n
700	Waveform 1	1	10948.64478	10949.23804	65	350	n
700	Spectrogram 1	1	10948.64478	10949.23804	65	350	n
701	Waveform 1	1	10949.23804	10949.76538	75	125	n
701	Spectrogram 1	1	10949.23804	10949.76538	75	125	n
702	Waveform 1	1	10949.76538	10949.8313	115	550	n
702	Spectrogram 1	1	10949.76538	10949.8313	115	550	n
703	Waveform 1	1	10949.8313	10949.96313	500	850	n
703	Spectrogram 1	1	10949.8313	10949.96313	500	850	n
704	Waveform 1	1	10955.23657	10955.36841	65	165	n
704	Spectrogram 1	1	10955.23657	10955.36841	65	165	n
705	Waveform 1	1	10958.86206	10959.05981	115	350	y
705	Spectrogram 1	1	10958.86206	10959.05981	115	350	y
706	Waveform 1	1	10963.4104	10963.73999	65	165	n
706	Spectrogram 1	1	10963.4104	10963.73999	65	165	n
707	Waveform 1	1	10964.66284	10965.45386	65	165	n
707	Spectrogram 1	1	10964.66284	10965.45386	65	165	n
708	Waveform 1	1	11060.50757	11061.69409	65	135	n
708	Spectrogram 1	1	11060.50757	11061.69409	65	135	n
709	Waveform 1	1	11068.74731	11069.01099	65	300	n
709	Spectrogram 1	1	11068.74731	11069.01099	65	300	n
710	Waveform 1	1	11108.2981	11108.6936	65	165	n
710	Spectrogram 1	1	11108.2981	11108.6936	65	165	n
711	Waveform 1	1	11133.87427	11134.07202	115	650	y
711	Spectrogram 1	1	11133.87427	11134.07202	115	650	y
712	Waveform 1	1	11158.65942	11159.18677	65	700	n
712	Spectrogram 1	1	11158.65942	11159.18677	65	700	n
713	Waveform 1	1	11161.8894	11162.41675	85	850	y
713	Spectrogram 1	1	11161.8894	11162.41675	85	850	y
714	Waveform 1	1	11166.83325	11167.03101	65	165	n
714	Spectrogram 1	1	11166.83325	11167.03101	65	165	n
715	Waveform 1	1	11168.15161	11168.4812	105	600	y
715	Spectrogram 1	1	11168.15161	11168.4812	105	600	y
