Selection	View	Chanel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1525	Spectrogram 1	1	21751.21558	21752.13843	85	650
1533	Waveform 1	1	21799.13794	21801.5769	65	300
1533	Spectrogram 1	1	21799.13794	21801.5769	65	300
1534	Waveform 1	1	21808.23462	21811.13501	65	600
1534	Spectrogram 1	1	21808.23462	21811.13501	65	600
1535	Waveform 1	1	21812.38745	21812.98071	65	700
1535	Spectrogram 1	1	21812.38745	21812.98071	65	700
1537	Waveform 1	1	21817.26538	21817.92456	125	450
1537	Spectrogram 1	1	21817.26538	21817.92456	125	450
1538	Waveform 1	1	21818.64966	21819.37476	65	350
1538	Spectrogram 1	1	21818.64966	21819.37476	65	350
1539	Waveform 1	1	21822.40698	21822.53882	200	450
1539	Spectrogram 1	1	21822.40698	21822.53882	200	450
1540	Waveform 1	1	21824.97778	21825.17554	135	350
1540	Spectrogram 1	1	21824.97778	21825.17554	135	350
1542	Waveform 1	1	21831.30591	21831.37183	350	600
1542	Spectrogram 1	1	21831.30591	21831.37183	350	600
1543	Waveform 1	1	21842.31421	21842.38013	200	600
1543	Spectrogram 1	1	21842.31421	21842.38013	200	600
1544	Waveform 1	1	21843.56665	21845.08276	75	250
1544	Spectrogram 1	1	21843.56665	21845.08276	75	250
1545	Waveform 1	1	21852.46558	21852.59741	200	600
1545	Spectrogram 1	1	21852.46558	21852.59741	200	600
1566	Waveform 1	1	21977.90747	21978.30298	65	750
1566	Spectrogram 1	1	21977.90747	21978.30298	65	750
1574	Waveform 1	1	22009.28442	22010.20728	65	750
1574	Spectrogram 1	1	22009.28442	22010.20728	65	750
1576	Waveform 1	1	22015.54663	22017.12866	85	550
1576	Spectrogram 1	1	22015.54663	22017.12866	85	550
1577	Waveform 1	1	22018.71069	22019.1062	95	550
1577	Spectrogram 1	1	22018.71069	22019.1062	95	550
1578	Waveform 1	1	22021.87476	22022.86353	75	400
1578	Spectrogram 1	1	22021.87476	22022.86353	75	400
1579	Waveform 1	1	22031.16919	22031.69653	115	500
1579	Spectrogram 1	1	22031.16919	22031.69653	115	500
1581	Waveform 1	1	22041.91382	22042.573	85	165
1581	Spectrogram 1	1	22041.91382	22042.573	85	165
1592	Waveform 1	1	22100.9104	22102.03101	85	350
1592	Spectrogram 1	1	22100.9104	22102.03101	85	350
1601	Waveform 1	1	22134.92407	22135.05591	150	700
1601	Spectrogram 1	1	22134.92407	22135.05591	150	700
1610	Waveform 1	1	22180.53931	22180.8689	65	650
1610	Spectrogram 1	1	22180.53931	22180.8689	65	650
1611	Waveform 1	1	22186.60376	22187.1311	65	550
1611	Spectrogram 1	1	22186.60376	22187.1311	65	550
1612	Waveform 1	1	22225.13281	22225.82495	75	300
1612	Spectrogram 1	1	22225.13281	22225.82495	75	300
1623	Waveform 1	1	22362.80249	22363.00024	150	500
1623	Spectrogram 1	1	22362.80249	22363.00024	150	500
1624	Waveform 1	1	22368.93286	22369.19653	65	650
1624	Spectrogram 1	1	22368.93286	22369.19653	65	650
1626	Waveform 1	1	22372.09692	22372.3606	65	300
1626	Spectrogram 1	1	22372.09692	22372.3606	65	300
1627	Waveform 1	1	22375.3269	22375.65649	85	450
1627	Spectrogram 1	1	22375.3269	22375.65649	85	450
1664	Waveform 1	1	22588.90112	22589.42847	65	650
1664	Spectrogram 1	1	22588.90112	22589.42847	65	650
1665	Waveform 1	1	22595.03149	22595.427	65	650
1665	Spectrogram 1	1	22595.03149	22595.427	65	650
1666	Waveform 1	1	22598.19556	22598.52515	75	500
1666	Spectrogram 1	1	22598.19556	22598.52515	75	500
1667	Waveform 1	1	22601.42554	22601.95288	65	300
1667	Spectrogram 1	1	22601.42554	22601.95288	65	300
1687	Waveform 1	1	22780.52466	22780.92017	85	550
1687	Spectrogram 1	1	22780.52466	22780.92017	85	550
1688	Waveform 1	1	22785.00708	22785.92993	65	450
1688	Spectrogram 1	1	22785.00708	22785.92993	65	450
1691	Waveform 1	1	22846.04712	22846.44263	65	700
1691	Spectrogram 1	1	22846.04712	22846.44263	65	700
1692	Waveform 1	1	22852.17749	22852.44116	65	400
1692	Spectrogram 1	1	22852.17749	22852.44116	65	400
1694	Waveform 1	1	22858.63745	22858.96704	125	500
1694	Spectrogram 1	1	22858.63745	22858.96704	125	500
1695	Waveform 1	1	22860.2854	22860.41724	300	650
1695	Spectrogram 1	1	22860.2854	22860.41724	300	650
1698	Waveform 1	1	22877.22632	22878.41284	65	400
1698	Spectrogram 1	1	22877.22632	22878.41284	65	400
1711	Waveform 1	1	23058.23706	23058.56665	65	750
1711	Spectrogram 1	1	23058.23706	23058.56665	65	750
1712	Waveform 1	1	23064.36743	23065.81763	65	400
1712	Spectrogram 1	1	23064.36743	23065.81763	65	400
1713	Waveform 1	1	23067.53149	23068.12476	95	300
1713	Spectrogram 1	1	23067.53149	23068.12476	95	300
1714	Waveform 1	1	23070.69556	23070.95923	85	250
1714	Spectrogram 1	1	23070.69556	23070.95923	85	250
1735	Waveform 1	1	23241.35718	23241.48901	250	550
1735	Spectrogram 1	1	23241.35718	23241.48901	250	550
1737	Waveform 1	1	23246.36694	23246.49878	200	650
1737	Spectrogram 1	1	23246.36694	23246.49878	200	650
1738	Waveform 1	1	23251.37671	23251.57446	135	600
1738	Spectrogram 1	1	23251.37671	23251.57446	135	600
1740	Waveform 1	1	23256.45239	23256.91382	135	650
1740	Spectrogram 1	1	23256.45239	23256.91382	135	650
1745	Waveform 1	1	23279.5896	23280.38062	75	650
1745	Spectrogram 1	1	23279.5896	23280.38062	75	650
1747	Waveform 1	1	23285.71997	23286.31323	65	600
1747	Spectrogram 1	1	23285.71997	23286.31323	65	600
1750	Waveform 1	1	23292.0481	23292.57544	65	450
1750	Spectrogram 1	1	23292.0481	23292.57544	65	450
1784	Waveform 1	1	23514.25757	23514.78491	65	850
1784	Spectrogram 1	1	23514.25757	23514.78491	65	850
1786	Waveform 1	1	23520.51978	23520.78345	65	500
1786	Spectrogram 1	1	23520.51978	23520.78345	65	500
1787	Waveform 1	1	23523.61792	23523.88159	65	250
1787	Spectrogram 1	1	23523.61792	23523.88159	65	250
1789	Waveform 1	1	23529.81421	23530.34155	75	450
1789	Spectrogram 1	1	23529.81421	23530.34155	75	450
1790	Waveform 1	1	23545.37085	23545.76636	95	350
1790	Spectrogram 1	1	23545.37085	23545.76636	95	350
1794	Waveform 1	1	23556.37915	23557.36792	75	800
1794	Spectrogram 1	1	23556.37915	23557.36792	75	800
1795	Waveform 1	1	23562.64136	23562.97095	65	550
1795	Spectrogram 1	1	23562.64136	23562.97095	65	550
1816	Waveform 1	1	23745.43188	23746.15698	125	650
1816	Spectrogram 1	1	23745.43188	23746.15698	125	650
1817	Waveform 1	1	23751.56226	23752.28735	65	550
1817	Spectrogram 1	1	23751.56226	23752.28735	65	550
1820	Waveform 1	1	23757.89038	23758.21997	115	450
1820	Spectrogram 1	1	23757.89038	23758.21997	115	450
1836	Waveform 1	1	23932.50708	23933.10034	65	650
1836	Spectrogram 1	1	23932.50708	23933.10034	65	650
1838	Waveform 1	1	23938.70337	23938.96704	65	450
1838	Spectrogram 1	1	23938.70337	23938.96704	65	450
1848	Waveform 1	1	24000.33667	24000.60034	75	850
1848	Spectrogram 1	1	24000.33667	24000.60034	75	850
1849	Waveform 1	1	24006.59888	24006.73071	250	450
1849	Spectrogram 1	1	24006.59888	24006.73071	250	450
1851	Waveform 1	1	24009.69702	24010.09253	75	165
1851	Spectrogram 1	1	24009.69702	24010.09253	75	165
1852	Waveform 1	1	24012.72925	24013.19067	65	350
1852	Spectrogram 1	1	24012.72925	24013.19067	65	350
1877	Waveform 1	1	24177.72192	24178.31519	65	350
1877	Spectrogram 1	1	24177.72192	24178.31519	65	350
1878	Waveform 1	1	24183.85229	24184.18188	105	550
1878	Spectrogram 1	1	24183.85229	24184.18188	105	550
1880	Waveform 1	1	24190.24634	24190.44409	65	400
1880	Spectrogram 1	1	24190.24634	24190.44409	65	400
1881	Waveform 1	1	24193.4104	24193.67407	105	350
1881	Spectrogram 1	1	24193.4104	24193.67407	105	350
1882	Waveform 1	1	24196.5415	24197.03589	75	300
1882	Spectrogram 1	1	24196.5415	24197.03589	75	300
1895	Waveform 1	1	24326.69653	24327.22388	105	850
1895	Spectrogram 1	1	24326.69653	24327.22388	105	850
1902	Waveform 1	1	24377.45337	24377.65112	125	400
1902	Spectrogram 1	1	24377.45337	24377.65112	125	400
1903	Waveform 1	1	24382.26538	24382.46313	200	450
1903	Spectrogram 1	1	24382.26538	24382.46313	200	450
1910	Waveform 1	1	24429.13306	24429.26489	200	450
1910	Spectrogram 1	1	24429.13306	24429.26489	200	450
1912	Waveform 1	1	24447.2605	24447.39233	150	500
1912	Spectrogram 1	1	24447.2605	24447.39233	150	500
1913	Waveform 1	1	24448.18335	24449.23804	65	650
1913	Spectrogram 1	1	24448.18335	24449.23804	65	650
1917	Waveform 1	1	24485.88843	24486.21802	65	600
1917	Spectrogram 1	1	24485.88843	24486.21802	65	600
1925	Waveform 1	1	24549.76294	24550.09253	65	500
1925	Spectrogram 1	1	24549.76294	24550.09253	65	500
1928	Waveform 1	1	24555.89331	24556.2229	95	500
1928	Spectrogram 1	1	24555.89331	24556.2229	95	500
1934	Waveform 1	1	24578.76685	24579.55786	65	850
1934	Spectrogram 1	1	24578.76685	24579.55786	65	850
1946	Waveform 1	1	24651.34253	24651.54028	200	850
1946	Spectrogram 1	1	24651.34253	24651.54028	200	850
1964	Waveform 1	1	24830.30981	24830.96899	105	125
1964	Spectrogram 1	1	24830.30981	24830.96899	105	125
1965	Waveform 1	1	24836.63794	24836.83569	135	400
1965	Spectrogram 1	1	24836.63794	24836.83569	135	400
1972	Waveform 1	1	24870.84937	24870.9812	75	450
1972	Spectrogram 1	1	24870.84937	24870.9812	75	450
1974	Waveform 1	1	24889.83374	24890.427	135	450
1974	Spectrogram 1	1	24889.83374	24890.427	135	450
1978	Waveform 1	1	24905.06079	24905.32446	125	650
1978	Spectrogram 1	1	24905.06079	24905.32446	125	650
1981	Waveform 1	1	24910.07056	24910.26831	75	400
1981	Spectrogram 1	1	24910.07056	24910.26831	75	400
1983	Waveform 1	1	24915.08032	24916.00317	105	450
1983	Spectrogram 1	1	24915.08032	24916.00317	105	450
1991	Waveform 1	1	24999.19165	24999.32349	200	750
1991	Spectrogram 1	1	24999.19165	24999.32349	200	750
2008	Waveform 1	1	25139.59692	25140.2561	65	700
2008	Spectrogram 1	1	25139.59692	25140.2561	65	700
2010	Waveform 1	1	25148.89136	25149.15503	135	600
2010	Spectrogram 1	1	25148.89136	25149.15503	135	600
2012	Waveform 1	1	25154.03296	25154.62622	135	600
2012	Spectrogram 1	1	25154.03296	25154.62622	135	600
2013	Waveform 1	1	25158.71313	25159.17456	65	500
2013	Spectrogram 1	1	25158.71313	25159.17456	65	500
2015	Waveform 1	1	25164.31616	25164.38208	200	550
2015	Spectrogram 1	1	25164.31616	25164.38208	200	550
2016	Waveform 1	1	25164.84351	25165.43677	65	700
2016	Spectrogram 1	1	25164.84351	25165.43677	65	700
2017	Waveform 1	1	25171.10571	25171.69897	75	450
2017	Spectrogram 1	1	25171.10571	25171.69897	75	450
2021	Waveform 1	1	25194.83618	25195.03394	135	400
2021	Spectrogram 1	1	25194.83618	25195.03394	135	400
2023	Waveform 1	1	25209.53589	25209.9314	65	700
2023	Spectrogram 1	1	25209.53589	25209.9314	65	700
2030	Waveform 1	1	25271.23511	25271.49878	125	500
2030	Spectrogram 1	1	25271.23511	25271.49878	125	500
2032	Waveform 1	1	25276.44263	25276.64038	75	500
2032	Spectrogram 1	1	25276.44263	25276.64038	75	500
2074	Waveform 1	1	25468.79126	25468.9231	200	650
2074	Spectrogram 1	1	25468.79126	25468.9231	200	650
2075	Waveform 1	1	25476.43774	25477.03101	85	450
2075	Spectrogram 1	1	25476.43774	25477.03101	85	450
2080	Waveform 1	1	25489.09399	25489.4895	65	450
2080	Spectrogram 1	1	25489.09399	25489.4895	65	450
2081	Waveform 1	1	25495.15845	25495.81763	85	550
2081	Spectrogram 1	1	25495.15845	25495.81763	85	550
2082	Waveform 1	1	25498.25659	25498.58618	95	550
2082	Spectrogram 1	1	25498.25659	25498.58618	95	550
2100	Waveform 1	1	25656.19604	25656.92114	65	850
2100	Spectrogram 1	1	25656.19604	25656.92114	65	850
2104	Waveform 1	1	25680.45386	25680.9812	65	850
2104	Spectrogram 1	1	25680.45386	25680.9812	65	850
2105	Waveform 1	1	25686.51831	25687.04565	65	450
2105	Spectrogram 1	1	25686.51831	25687.04565	65	450
2107	Waveform 1	1	25689.61646	25689.68237	85	850
2107	Spectrogram 1	1	25689.61646	25689.68237	85	850
2109	Waveform 1	1	25692.58276	25692.78052	65	650
2109	Spectrogram 1	1	25692.58276	25692.78052	65	650
2120	Waveform 1	1	25809.05981	25809.25757	150	850
2120	Spectrogram 1	1	25809.05981	25809.25757	150	850
2122	Waveform 1	1	25819.21118	25820.13403	125	550
2122	Spectrogram 1	1	25819.21118	25820.13403	125	550
2126	Waveform 1	1	25824.35278	25824.48462	135	500
2126	Spectrogram 1	1	25824.35278	25824.48462	135	500
2136	Waveform 1	1	25895.47827	25895.9397	65	600
2136	Spectrogram 1	1	25895.47827	25895.9397	65	600
2142	Waveform 1	1	25967.59253	25967.92212	85	850
2142	Spectrogram 1	1	25967.59253	25967.92212	85	850
2175	Waveform 1	1	26169.96069	26170.61987	65	850
2175	Spectrogram 1	1	26169.96069	26170.61987	65	850
2178	Waveform 1	1	26193.55933	26194.21851	65	850
2178	Spectrogram 1	1	26193.55933	26194.21851	65	850
2179	Waveform 1	1	26194.87769	26194.9436	200	850
2179	Spectrogram 1	1	26194.87769	26194.9436	200	850
2180	Waveform 1	1	26199.6897	26200.15112	85	850
2180	Spectrogram 1	1	26199.6897	26200.15112	85	850
2181	Waveform 1	1	26201.66724	26202.2605	75	300
2181	Spectrogram 1	1	26201.66724	26202.2605	75	300
2182	Waveform 1	1	26202.72192	26203.18335	115	850
2182	Spectrogram 1	1	26202.72192	26203.18335	115	850
2184	Waveform 1	1	26205.82007	26206.08374	250	500
2184	Spectrogram 1	1	26205.82007	26206.08374	250	500
2207	Waveform 1	1	26380.89819	26381.82104	65	750
2207	Spectrogram 1	1	26380.89819	26381.82104	65	750
2217	Waveform 1	1	26487.02612	26487.88306	65	300
2217	Spectrogram 1	1	26487.02612	26487.88306	65	300
2219	Waveform 1	1	26493.15649	26493.94751	65	350
2219	Spectrogram 1	1	26493.15649	26493.94751	65	350
2255	Waveform 1	1	26862.69263	26863.28589	85	400
2255	Spectrogram 1	1	26862.69263	26863.28589	85	400
2256	Waveform 1	1	26868.823	26869.41626	65	850
2256	Spectrogram 1	1	26868.823	26869.41626	65	850
2257	Waveform 1	1	26870.14136	26870.27319	250	500
2257	Spectrogram 1	1	26870.14136	26870.27319	250	500
2258	Waveform 1	1	26875.01929	26875.41479	105	450
2258	Spectrogram 1	1	26875.01929	26875.41479	105	450
2259	Waveform 1	1	26878.18335	26878.44702	115	350
2259	Spectrogram 1	1	26878.18335	26878.44702	115	350
2260	Waveform 1	1	26881.34741	26881.677	105	400
2260	Spectrogram 1	1	26881.34741	26881.677	105	400
2281	Waveform 1	1	27025.51001	27026.16919	65	850
2281	Spectrogram 1	1	27025.51001	27026.16919	65	850
2284	Waveform 1	1	27031.77222	27032.49731	75	500
2284	Spectrogram 1	1	27031.77222	27032.49731	75	500
2285	Waveform 1	1	27034.93628	27035.06812	65	400
2285	Spectrogram 1	1	27034.93628	27035.06812	65	400
2287	Waveform 1	1	27038.03442	27038.82544	65	600
2287	Spectrogram 1	1	27038.03442	27038.82544	65	600
2289	Waveform 1	1	27041.19849	27041.46216	115	250
2289	Spectrogram 1	1	27041.19849	27041.46216	115	250
2296	Waveform 1	1	27056.62329	27057.80981	65	350
2296	Spectrogram 1	1	27056.62329	27057.80981	65	350
2300	Waveform 1	1	27073.76196	27074.35522	85	350
2300	Spectrogram 1	1	27073.76196	27074.35522	85	350
2333	Waveform 1	1	27265.84692	27267.29712	65	850
2333	Spectrogram 1	1	27265.84692	27267.29712	65	850
2335	Waveform 1	1	27272.04321	27273.0979	75	400
2335	Spectrogram 1	1	27272.04321	27273.0979	75	400
2336	Waveform 1	1	27275.14136	27275.47095	65	350
2336	Spectrogram 1	1	27275.14136	27275.47095	65	350
2337	Waveform 1	1	27278.30542	27279.88745	75	600
2337	Spectrogram 1	1	27278.30542	27279.88745	75	600
2338	Waveform 1	1	27281.46948	27282.2605	85	165
2338	Spectrogram 1	1	27281.46948	27282.2605	85	165
2340	Waveform 1	1	27284.63354	27285.16089	75	350
2340	Spectrogram 1	1	27284.63354	27285.16089	75	350
2342	Waveform 1	1	27296.82837	27297.42163	85	300
2342	Spectrogram 1	1	27296.82837	27297.42163	85	300
2347	Waveform 1	1	27312.12134	27312.64868	85	800
2347	Spectrogram 1	1	27312.12134	27312.64868	85	800
2348	Waveform 1	1	27327.28247	27327.48022	250	850
2348	Spectrogram 1	1	27327.28247	27327.48022	250	850
2350	Waveform 1	1	27330.3147	27330.51245	65	800
2350	Spectrogram 1	1	27330.3147	27330.51245	65	800
2352	Waveform 1	1	27348.77173	27348.96948	75	550
2352	Spectrogram 1	1	27348.77173	27348.96948	75	550
2369	Waveform 1	1	27471.11548	27471.77466	75	850
2369	Spectrogram 1	1	27471.11548	27471.77466	75	850
2370	Waveform 1	1	27477.4436	27478.10278	65	400
2370	Spectrogram 1	1	27477.4436	27478.10278	65	400
2373	Waveform 1	1	27483.83765	27484.10132	85	550
2373	Spectrogram 1	1	27483.83765	27484.10132	85	550
2374	Waveform 1	1	27487.00171	27487.52905	85	250
2374	Spectrogram 1	1	27487.00171	27487.52905	85	250
2376	Waveform 1	1	27490.16577	27491.81372	65	165
2376	Spectrogram 1	1	27490.16577	27491.81372	65	165
2378	Waveform 1	1	27502.3606	27503.01978	75	250
2378	Spectrogram 1	1	27502.3606	27503.01978	75	250
2401	Waveform 1	1	27699.05981	27699.91675	65	750
2401	Spectrogram 1	1	27699.05981	27699.91675	65	750
2402	Waveform 1	1	27700.31226	27700.57593	85	600
2402	Spectrogram 1	1	27700.31226	27700.57593	85	600
2404	Waveform 1	1	27705.38794	27705.58569	150	600
2404	Spectrogram 1	1	27705.38794	27705.58569	150	600
2405	Waveform 1	1	27708.48608	27709.34302	75	500
2405	Spectrogram 1	1	27708.48608	27709.34302	75	500
2406	Waveform 1	1	27711.71606	27712.90259	65	400
2406	Spectrogram 1	1	27711.71606	27712.90259	65	400
2407	Waveform 1	1	27714.88013	27715.1438	65	300
2407	Spectrogram 1	1	27714.88013	27715.1438	65	300
2408	Waveform 1	1	27718.11011	27718.90112	75	450
2408	Spectrogram 1	1	27718.11011	27718.90112	75	450
2410	Waveform 1	1	27730.23901	27731.22778	65	350
2410	Spectrogram 1	1	27730.23901	27731.22778	65	350
2413	Waveform 1	1	27745.26831	27745.46606	115	350
2413	Spectrogram 1	1	27745.26831	27745.46606	115	350
2414	Waveform 1	1	27748.23462	27749.28931	105	350
2414	Spectrogram 1	1	27748.23462	27749.28931	105	350
2416	Waveform 1	1	27765.83472	27766.23022	85	850
2416	Spectrogram 1	1	27765.83472	27766.23022	85	850
2445	Waveform 1	1	27917.38013	27917.70972	150	850
2445	Spectrogram 1	1	27917.38013	27917.70972	150	850
2447	Waveform 1	1	27923.64233	27924.2356	65	800
2447	Spectrogram 1	1	27923.64233	27924.2356	65	800
2448	Waveform 1	1	27926.8064	27927.00415	65	450
2448	Spectrogram 1	1	27926.8064	27927.00415	65	450
2450	Waveform 1	1	27929.97046	27930.30005	125	850
2450	Spectrogram 1	1	27929.97046	27930.30005	125	850
2452	Waveform 1	1	27936.43042	27936.89185	105	600
2452	Spectrogram 1	1	27936.43042	27936.89185	105	600
2454	Waveform 1	1	27948.49341	27949.02075	85	350
2454	Spectrogram 1	1	27948.49341	27949.02075	85	350
2459	Waveform 1	1	27964.28076	27964.44556	95	500
2459	Spectrogram 1	1	27964.28076	27964.44556	95	500
2460	Waveform 1	1	27965.17065	27965.50024	125	550
2460	Spectrogram 1	1	27965.17065	27965.50024	125	550
2465	Waveform 1	1	28018.49829	28019.55298	65	850
2465	Spectrogram 1	1	28018.49829	28019.55298	65	850
2466	Waveform 1	1	28019.88257	28020.08032	150	800
2466	Spectrogram 1	1	28019.88257	28020.08032	150	800
2468	Waveform 1	1	28024.7605	28025.74927	65	650
2468	Spectrogram 1	1	28024.7605	28025.74927	65	650
2470	Waveform 1	1	28027.92456	28028.51782	125	550
2470	Spectrogram 1	1	28027.92456	28028.51782	125	550
2471	Waveform 1	1	28031.15454	28031.55005	65	400
2471	Spectrogram 1	1	28031.15454	28031.55005	65	400
2472	Waveform 1	1	28034.3186	28034.84595	65	550
2472	Spectrogram 1	1	28034.3186	28034.84595	65	550
2473	Waveform 1	1	28037.48267	28038.3396	65	250
2473	Spectrogram 1	1	28037.48267	28038.3396	65	250
2476	Waveform 1	1	28049.87524	28050.00708	65	500
2476	Spectrogram 1	1	28049.87524	28050.00708	65	500
2481	Waveform 1	1	28066.48657	28067.27759	65	300
2481	Spectrogram 1	1	28066.48657	28067.27759	65	300
2487	Waveform 1	1	28103.86206	28104.19165	65	500
2487	Spectrogram 1	1	28103.86206	28104.19165	65	500
2509	Waveform 1	1	28260.15356	28261.07642	65	850
2509	Spectrogram 1	1	28260.15356	28261.07642	65	850
2510	Waveform 1	1	28266.41577	28267.86597	65	700
2510	Spectrogram 1	1	28266.41577	28267.86597	65	700
2512	Waveform 1	1	28269.64575	28269.97534	105	300
2512	Spectrogram 1	1	28269.64575	28269.97534	105	300
2513	Waveform 1	1	28272.87573	28273.79858	65	350
2513	Spectrogram 1	1	28272.87573	28273.79858	65	350
2515	Waveform 1	1	28276.03979	28276.23755	65	600
2515	Spectrogram 1	1	28276.03979	28276.23755	65	600
2517	Waveform 1	1	28279.26978	28279.59937	105	700
2517	Spectrogram 1	1	28279.26978	28279.59937	105	700
2520	Waveform 1	1	28307.54858	28307.74634	125	350
2520	Spectrogram 1	1	28307.54858	28307.74634	125	350
2551	Waveform 1	1	28464.30151	28464.33447	150	500
2551	Spectrogram 1	1	28464.30151	28464.33447	150	500
2552	Waveform 1	1	28464.33447	28464.56519	300	450
2552	Spectrogram 1	1	28464.33447	28464.56519	300	450
2554	Waveform 1	1	28470.62964	28471.35474	65	650
2554	Spectrogram 1	1	28470.62964	28471.35474	65	650
2556	Waveform 1	1	28477.02368	28477.61694	65	500
2556	Spectrogram 1	1	28477.02368	28477.61694	65	500
2557	Waveform 1	1	28483.41772	28483.6814	105	300
2557	Spectrogram 1	1	28483.41772	28483.6814	105	300
2560	Waveform 1	1	28495.74438	28496.27173	75	300
2560	Spectrogram 1	1	28495.74438	28496.27173	75	300
2564	Waveform 1	1	28513.08081	28513.73999	65	650
2564	Spectrogram 1	1	28513.08081	28513.73999	65	650
2599	Waveform 1	1	28700.4856	28702.79272	85	850
2599	Spectrogram 1	1	28700.4856	28702.79272	85	850
2601	Waveform 1	1	28706.81372	28707.40698	65	600
2601	Spectrogram 1	1	28706.81372	28707.40698	65	600
2602	Waveform 1	1	28709.97778	28710.57104	65	500
2602	Spectrogram 1	1	28709.97778	28710.57104	65	500
2603	Waveform 1	1	28713.14185	28713.40552	65	500
2603	Spectrogram 1	1	28713.14185	28713.40552	65	500
2604	Waveform 1	1	28716.37183	28717.09692	105	600
2604	Spectrogram 1	1	28716.37183	28717.09692	105	600
2605	Waveform 1	1	28719.53589	28720.06323	65	250
2605	Spectrogram 1	1	28719.53589	28720.06323	65	250
2609	Waveform 1	1	28731.79663	28732.58765	65	500
2609	Spectrogram 1	1	28731.79663	28732.58765	65	500
2610	Waveform 1	1	28747.8147	28748.21021	85	550
2610	Spectrogram 1	1	28747.8147	28748.21021	85	550
2619	Waveform 1	1	28784.46509	28784.66284	75	800
2619	Spectrogram 1	1	28784.46509	28784.66284	75	800
2643	Waveform 1	1	28924.34302	28924.93628	75	850
2643	Spectrogram 1	1	28924.34302	28924.93628	75	850
2647	Waveform 1	1	28930.53931	28930.80298	150	550
2647	Spectrogram 1	1	28930.53931	28930.80298	150	550
2649	Waveform 1	1	28933.70337	28933.90112	65	600
2649	Spectrogram 1	1	28933.70337	28933.90112	65	600
2651	Waveform 1	1	28936.93335	28937.32886	85	400
2651	Spectrogram 1	1	28936.93335	28937.32886	85	400
2656	Waveform 1	1	28957.23608	28958.81812	65	250
2656	Spectrogram 1	1	28957.23608	28958.81812	65	250
2691	Waveform 1	1	29112.86841	29113.198	85	450
2691	Spectrogram 1	1	29112.86841	29113.198	85	450
2698	Waveform 1	1	29144.50903	29145.43188	65	800
2698	Spectrogram 1	1	29144.50903	29145.43188	65	800
2699	Waveform 1	1	29145.82739	29146.75024	105	550
2699	Spectrogram 1	1	29145.82739	29146.75024	105	550
2700	Waveform 1	1	29150.77124	29151.56226	85	750
2700	Spectrogram 1	1	29150.77124	29151.56226	85	750
2701	Waveform 1	1	29153.9353	29154.13306	85	500
2701	Spectrogram 1	1	29153.9353	29154.13306	85	500
2703	Waveform 1	1	29157.16528	29157.42896	65	700
2703	Spectrogram 1	1	29157.16528	29157.42896	65	700
2705	Waveform 1	1	29163.69116	29163.95483	75	600
2705	Spectrogram 1	1	29163.69116	29163.95483	75	600
2713	Waveform 1	1	29210.09741	29210.427	85	300
2713	Spectrogram 1	1	29210.09741	29210.427	85	300
2729	Waveform 1	1	29248.13208	29248.32983	135	650
2729	Spectrogram 1	1	29248.13208	29248.32983	135	650
2730	Waveform 1	1	29251.42798	29251.55981	95	350
2730	Spectrogram 1	1	29251.42798	29251.55981	95	350
2749	Waveform 1	1	29352.7439	29353.53491	65	750
2749	Spectrogram 1	1	29352.7439	29353.53491	65	750
2750	Waveform 1	1	29354.12817	29354.39185	125	350
2750	Spectrogram 1	1	29354.12817	29354.39185	125	350
2751	Waveform 1	1	29359.0061	29359.7312	65	850
2751	Spectrogram 1	1	29359.0061	29359.7312	65	850
2752	Waveform 1	1	29362.17017	29362.23608	125	700
2752	Spectrogram 1	1	29362.17017	29362.23608	125	700
2753	Waveform 1	1	29362.23608	29362.36792	300	650
2753	Spectrogram 1	1	29362.23608	29362.36792	300	650
2754	Waveform 1	1	29365.46606	29365.86157	65	600
2754	Spectrogram 1	1	29365.46606	29365.86157	65	600
2755	Waveform 1	1	29368.76196	29369.35522	85	750
2755	Spectrogram 1	1	29368.76196	29369.35522	85	750
2756	Waveform 1	1	29372.12378	29372.51929	85	550
2756	Spectrogram 1	1	29372.12378	29372.51929	85	550
2757	Waveform 1	1	29375.35376	29376.47437	65	700
2757	Spectrogram 1	1	29375.35376	29376.47437	65	700
2760	Waveform 1	1	29389.39429	29390.11938	75	300
2760	Spectrogram 1	1	29389.39429	29390.11938	75	300
2761	Waveform 1	1	29392.88794	29393.01978	65	450
2761	Spectrogram 1	1	29392.88794	29393.01978	65	450
2769	Waveform 1	1	29444.69946	29445.29272	65	850
2769	Spectrogram 1	1	29444.69946	29445.29272	65	850
2770	Waveform 1	1	29450.89575	29451.4231	65	500
2770	Spectrogram 1	1	29450.89575	29451.4231	65	500
2771	Waveform 1	1	29454.05981	29454.3894	65	450
2771	Spectrogram 1	1	29454.05981	29454.3894	65	450
2773	Waveform 1	1	29457.22388	29457.75122	85	450
2773	Spectrogram 1	1	29457.22388	29457.75122	85	450
2774	Waveform 1	1	29460.38794	29461.37671	85	600
2774	Spectrogram 1	1	29460.38794	29461.37671	85	600
2781	Waveform 1	1	29477.65845	29477.98804	115	250
2781	Spectrogram 1	1	29477.65845	29477.98804	115	250
2786	Waveform 1	1	29487.7439	29488.33716	65	165
2786	Spectrogram 1	1	29487.7439	29488.33716	65	165
