Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Mooring
112	Waveform 1	1	7540.688485097	7541.493568205	88.7	144.0	AU-BS02b_20151122_193730.wav	40.688	BS15_AU_02b
112	Spectrogram 1	1	7540.688485097	7541.493568205	88.7	144.0	AU-BS02b_20151122_193730.wav	40.688	BS15_AU_02b
113	Waveform 1	1	7785.222435213	7786.281755092	61.0	148.6	AU-BS02b_20151126_185000.wav	135.222	BS15_AU_02b
113	Spectrogram 1	1	7785.222435213	7786.281755092	61.0	148.6	AU-BS02b_20151126_185000.wav	135.222	BS15_AU_02b
114	Waveform 1	1	7852.917316501	7854.061381970	70.2	139.4	AU-BS02b_20151126_185000.wav	202.917	BS15_AU_02b
114	Spectrogram 1	1	7852.917316501	7854.061381970	70.2	139.4	AU-BS02b_20151126_185000.wav	202.917	BS15_AU_02b
115	Waveform 1	1	7966.595271051	7967.696963725	86.4	153.2	AU-BS02b_20151128_202000.wav	91.595	BS15_AU_02b
115	Spectrogram 1	1	7966.595271051	7967.696963725	86.4	153.2	AU-BS02b_20151128_202000.wav	91.595	BS15_AU_02b
116	Waveform 1	1	7983.552918601	7984.696984070	72.5	141.7	AU-BS02b_20151128_202000.wav	108.553	BS15_AU_02b
116	Spectrogram 1	1	7983.552918601	7984.696984070	72.5	141.7	AU-BS02b_20151128_202000.wav	108.553	BS15_AU_02b
117	Waveform 1	1	8003.222425041	8004.260558522	61.0	146.3	AU-BS02b_20151128_202000.wav	128.222	BS15_AU_02b
117	Spectrogram 1	1	8003.222425041	8004.260558522	61.0	146.3	AU-BS02b_20151128_202000.wav	128.222	BS15_AU_02b
118	Waveform 1	1	8031.557168088	8032.383437593	81.7	148.6	AU-BS02b_20151128_202000.wav	156.557	BS15_AU_02b
118	Spectrogram 1	1	8031.557168088	8032.383437593	81.7	148.6	AU-BS02b_20151128_202000.wav	156.557	BS15_AU_02b
119	Waveform 1	1	8209.235102293	8209.997812605	58.7	155.5	AU-BS02b_20151128_202345.wav	109.235	BS15_AU_02b
119	Spectrogram 1	1	8209.235102293	8209.997812605	58.7	155.5	AU-BS02b_20151128_202345.wav	109.235	BS15_AU_02b
120	Waveform 1	1	8224.052923687	8224.985125181	84.1	153.2	AU-BS02b_20151128_202345.wav	124.053	BS15_AU_02b
120	Spectrogram 1	1	8224.052923687	8224.985125181	84.1	153.2	AU-BS02b_20151128_202345.wav	124.053	BS15_AU_02b
122	Waveform 1	1	8402.290221737	8403.328355218	67.9	141.7	AU-BS02b_20151129_111000.wav	77.290	BS15_AU_02b
122	Spectrogram 1	1	8402.290221737	8403.328355218	67.9	141.7	AU-BS02b_20151129_111000.wav	77.290	BS15_AU_02b
123	Waveform 1	1	8416.930022461	8417.925783147	70.2	134.7	AU-BS02b_20151129_111000.wav	91.930	BS15_AU_02b
123	Spectrogram 1	1	8416.930022461	8417.925783147	70.2	134.7	AU-BS02b_20151129_111000.wav	91.930	BS15_AU_02b
124	Waveform 1	1	8676.252078083	8677.332584360	84.1	146.3	AU-BS02b_20151129_111730.wav	126.252	BS15_AU_02b
124	Spectrogram 1	1	8676.252078083	8677.332584360	84.1	146.3	AU-BS02b_20151129_111730.wav	126.252	BS15_AU_02b
125	Waveform 1	1	8822.997841312	8824.184279577	79.4	137.0	AU-BS02b_20151129_113345.wav	122.998	BS15_AU_02b
125	Spectrogram 1	1	8822.997841312	8824.184279577	79.4	137.0	AU-BS02b_20151129_113345.wav	122.998	BS15_AU_02b
126	Waveform 1	1	8910.692742946	8911.730876427	79.4	150.9	AU-BS02b_20151129_113345.wav	210.693	BS15_AU_02b
126	Spectrogram 1	1	8910.692742946	8911.730876427	79.4	150.9	AU-BS02b_20151129_113345.wav	210.693	BS15_AU_02b
127	Waveform 1	1	9057.260546539	9058.129188839	97.9	137.0	AU-BS02b_20151129_113730.wav	132.261	BS15_AU_02b
127	Spectrogram 1	1	9057.260546539	9058.129188839	97.9	137.0	AU-BS02b_20151129_113730.wav	132.261	BS15_AU_02b
128	Waveform 1	1	9286.141876264	9286.946959372	74.8	125.5	AU-BS02b_20151129_160000.wav	211.142	BS15_AU_02b
128	Spectrogram 1	1	9286.141876264	9286.946959372	74.8	125.5	AU-BS02b_20151129_160000.wav	211.142	BS15_AU_02b
129	Waveform 1	1	9316.150344719	9316.870682237	109.4	164.7	AU-BS02b_20151129_160730.wav	16.150	BS15_AU_02b
129	Spectrogram 1	1	9316.150344719	9316.870682237	109.4	164.7	AU-BS02b_20151129_160730.wav	16.150	BS15_AU_02b
130	Waveform 1	1	9323.277503795	9324.146146095	77.1	148.6	AU-BS02b_20151129_160730.wav	23.278	BS15_AU_02b
130	Spectrogram 1	1	9323.277503795	9324.146146095	77.1	148.6	AU-BS02b_20151129_160730.wav	23.278	BS15_AU_02b
131	Waveform 1	1	9348.455473604	9349.324115904	86.4	130.1	AU-BS02b_20151129_160730.wav	48.455	BS15_AU_02b
131	Spectrogram 1	1	9348.455473604	9349.324115904	86.4	130.1	AU-BS02b_20151129_160730.wav	48.455	BS15_AU_02b
132	Waveform 1	1	9449.917314691	9450.489347426	77.1	134.7	AU-BS02b_20151129_160730.wav	149.917	BS15_AU_02b
132	Spectrogram 1	1	9449.917314691	9450.489347426	77.1	134.7	AU-BS02b_20151129_160730.wav	149.917	BS15_AU_02b
133	Waveform 1	1	9578.264785853	9578.985123370	81.7	155.5	AU-BS02b_20151129_161000.wav	128.265	BS15_AU_02b
133	Spectrogram 1	1	9578.264785853	9578.985123370	81.7	155.5	AU-BS02b_20151129_161000.wav	128.265	BS15_AU_02b
134	Waveform 1	1	9666.701211401	9667.548667304	86.4	148.6	AU-BS02b_20151129_161000.wav	216.701	BS15_AU_02b
134	Spectrogram 1	1	9666.701211401	9667.548667304	86.4	148.6	AU-BS02b_20151129_161000.wav	216.701	BS15_AU_02b
135	Waveform 1	1	9803.544427990	9804.497815881	97.9	148.6	AU-BS02b_20151129_161345.wav	128.544	BS15_AU_02b
135	Spectrogram 1	1	9803.544427990	9804.497815881	97.9	148.6	AU-BS02b_20151129_161345.wav	128.544	BS15_AU_02b
136	Waveform 1	1	9837.557125587	9838.319835900	67.9	146.3	AU-BS02b_20151129_161345.wav	162.557	BS15_AU_02b
136	Spectrogram 1	1	9837.557125587	9838.319835900	67.9	146.3	AU-BS02b_20151129_161345.wav	162.557	BS15_AU_02b
137	Waveform 1	1	9933.904606922	9934.773249222	84.1	144.0	AU-BS02b_20151129_162000.wav	33.905	BS15_AU_02b
137	Spectrogram 1	1	9933.904606922	9934.773249222	84.1	144.0	AU-BS02b_20151129_162000.wav	33.905	BS15_AU_02b
138	Waveform 1	1	10009.099533986	10010.222413058	58.7	139.4	AU-BS02b_20151129_162000.wav	109.100	BS15_AU_02b
138	Spectrogram 1	1	10009.099533986	10010.222413058	58.7	139.4	AU-BS02b_20151129_162000.wav	109.100	BS15_AU_02b
139	Waveform 1	1	10017.362229040	10018.124939353	88.7	139.4	AU-BS02b_20151129_162000.wav	117.362	BS15_AU_02b
139	Spectrogram 1	1	10017.362229040	10018.124939353	88.7	139.4	AU-BS02b_20151129_162000.wav	117.362	BS15_AU_02b
140	Waveform 1	1	10044.828329787	10046.141886436	72.5	157.8	AU-BS02b_20151129_162000.wav	144.828	BS15_AU_02b
140	Spectrogram 1	1	10044.828329787	10046.141886436	72.5	157.8	AU-BS02b_20151129_162000.wav	144.828	BS15_AU_02b
141	Waveform 1	1	10098.934261775	10099.993581653	51.8	141.7	AU-BS02b_20151129_162000.wav	198.934	BS15_AU_02b
141	Spectrogram 1	1	10098.934261775	10099.993581653	51.8	141.7	AU-BS02b_20151129_162000.wav	198.934	BS15_AU_02b
142	Waveform 1	1	10133.836818587	10134.832579273	47.2	150.9	AU-BS02b_20151129_162345.wav	8.837	BS15_AU_02b
142	Spectrogram 1	1	10133.836818587	10134.832579273	47.2	150.9	AU-BS02b_20151129_162345.wav	8.837	BS15_AU_02b
143	Waveform 1	1	10282.756281793	10283.857974467	65.6	132.4	AU-BS02b_20151129_162345.wav	157.756	BS15_AU_02b
143	Spectrogram 1	1	10282.756281793	10283.857974467	65.6	132.4	AU-BS02b_20151129_162345.wav	157.756	BS15_AU_02b
144	Waveform 1	1	10320.336823674	10321.163093179	70.2	132.4	AU-BS02b_20151129_162345.wav	195.337	BS15_AU_02b
144	Spectrogram 1	1	10320.336823674	10321.163093179	70.2	132.4	AU-BS02b_20151129_162345.wav	195.337	BS15_AU_02b
145	Waveform 1	1	10398.794455965	10399.917335036	65.6	137.0	AU-BS02b_20151129_162730.wav	48.794	BS15_AU_02b
145	Spectrogram 1	1	10398.794455965	10399.917335036	65.6	137.0	AU-BS02b_20151129_162730.wav	48.794	BS15_AU_02b
146	Waveform 1	1	10439.014768051	10440.137647122	84.1	144.0	AU-BS02b_20151129_162730.wav	89.015	BS15_AU_02b
146	Spectrogram 1	1	10439.014768051	10440.137647122	84.1	144.0	AU-BS02b_20151129_162730.wav	89.015	BS15_AU_02b
147	Waveform 1	1	10508.743604541	10509.591060444	67.9	134.7	AU-BS02b_20151129_163000.wav	8.744	BS15_AU_02b
147	Spectrogram 1	1	10508.743604541	10509.591060444	67.9	134.7	AU-BS02b_20151129_163000.wav	8.744	BS15_AU_02b
148	Waveform 1	1	10556.252037393	10557.141866091	70.2	146.3	AU-BS02b_20151129_163000.wav	56.252	BS15_AU_02b
148	Spectrogram 1	1	10556.252037393	10557.141866091	70.2	146.3	AU-BS02b_20151129_163000.wav	56.252	BS15_AU_02b
149	Waveform 1	1	10583.485087766	10584.883390006	79.4	146.3	AU-BS02b_20151129_163000.wav	83.485	BS15_AU_02b
149	Spectrogram 1	1	10583.485087766	10584.883390006	79.4	146.3	AU-BS02b_20151129_163000.wav	83.485	BS15_AU_02b
150	Waveform 1	1	10642.663098265	10643.658858951	84.1	132.4	AU-BS02b_20151129_163000.wav	142.663	BS15_AU_02b
150	Spectrogram 1	1	10642.663098265	10643.658858951	84.1	132.4	AU-BS02b_20151129_163000.wav	142.663	BS15_AU_02b
151	Waveform 1	1	10665.637682726	10666.421579436	81.7	141.7	AU-BS02b_20151129_163000.wav	165.638	BS15_AU_02b
151	Spectrogram 1	1	10665.637682726	10666.421579436	81.7	141.7	AU-BS02b_20151129_163000.wav	165.638	BS15_AU_02b
152	Waveform 1	1	10715.857974467	10716.896107948	77.1	134.7	AU-BS02b_20151129_163000.wav	215.858	BS15_AU_02b
152	Spectrogram 1	1	10715.857974467	10716.896107948	77.1	134.7	AU-BS02b_20151129_163000.wav	215.858	BS15_AU_02b
153	Waveform 1	1	10754.137667467	10755.260546539	84.1	144.0	AU-BS02b_20151129_163345.wav	29.138	BS15_AU_02b
153	Spectrogram 1	1	10754.137667467	10755.260546539	84.1	144.0	AU-BS02b_20151129_163345.wav	29.138	BS15_AU_02b
154	Waveform 1	1	10780.417329950	10781.476649829	86.4	137.0	AU-BS02b_20151129_163345.wav	55.417	BS15_AU_02b
154	Spectrogram 1	1	10780.417329950	10781.476649829	86.4	137.0	AU-BS02b_20151129_163345.wav	55.417	BS15_AU_02b
155	Waveform 1	1	10812.862234126	10814.027485993	81.7	132.4	AU-BS02b_20151129_163345.wav	87.862	BS15_AU_02b
155	Spectrogram 1	1	10812.862234126	10814.027485993	81.7	132.4	AU-BS02b_20151129_163345.wav	87.862	BS15_AU_02b
156	Waveform 1	1	10859.277503795	10860.082586903	84.1	144.0	AU-BS02b_20151129_163345.wav	134.278	BS15_AU_02b
156	Spectrogram 1	1	10859.277503795	10860.082586903	84.1	144.0	AU-BS02b_20151129_163345.wav	134.278	BS15_AU_02b
157	Waveform 1	1	10891.425798405	10892.273254308	84.1	139.4	AU-BS02b_20151129_163345.wav	166.426	BS15_AU_02b
157	Spectrogram 1	1	10891.425798405	10892.273254308	84.1	139.4	AU-BS02b_20151129_163345.wav	166.426	BS15_AU_02b
158	Waveform 1	1	10918.680035176	10920.417319777	67.9	144.0	AU-BS02b_20151129_163345.wav	193.680	BS15_AU_02b
158	Spectrogram 1	1	10918.680035176	10920.417319777	67.9	144.0	AU-BS02b_20151129_163345.wav	193.680	BS15_AU_02b
159	Waveform 1	1	10973.252067911	10974.247828597	79.4	157.8	AU-BS02b_20151213_003730.wav	23.252	BS15_AU_02b
159	Spectrogram 1	1	10973.252067911	10974.247828597	79.4	157.8	AU-BS02b_20151213_003730.wav	23.252	BS15_AU_02b
160	Waveform 1	1	10997.201226660	10997.985123370	84.1	157.8	AU-BS02b_20151213_003730.wav	47.201	BS15_AU_02b
160	Spectrogram 1	1	10997.201226660	10997.985123370	84.1	157.8	AU-BS02b_20151213_003730.wav	47.201	BS15_AU_02b
161	Waveform 1	1	11016.298700365	11017.040224280	88.7	150.9	AU-BS02b_20151213_003730.wav	66.299	BS15_AU_02b
161	Spectrogram 1	1	11016.298700365	11017.040224280	88.7	150.9	AU-BS02b_20151213_003730.wav	66.299	BS15_AU_02b
162	Waveform 1	1	11151.247798079	11152.222372368	88.7	199.3	AU-BS02b_20151223_204345.wav	51.248	BS15_AU_02b
162	Spectrogram 1	1	11151.247798079	11152.222372368	88.7	199.3	AU-BS02b_20151223_204345.wav	51.248	BS15_AU_02b
163	Waveform 1	1	11184.930042806	11185.756312311	100.2	190.0	AU-BS02b_20151223_204345.wav	84.930	BS15_AU_02b
163	Spectrogram 1	1	11184.930042806	11185.756312311	100.2	190.0	AU-BS02b_20151223_204345.wav	84.930	BS15_AU_02b
164	Waveform 1	1	11221.294430533	11222.311377617	65.6	183.1	AU-BS02b_20151223_204345.wav	121.294	BS15_AU_02b
164	Spectrogram 1	1	11221.294430533	11222.311377617	65.6	183.1	AU-BS02b_20151223_204345.wav	121.294	BS15_AU_02b
165	Waveform 1	1	11311.942770920	11312.769040426	95.6	178.5	AU-BS02b_20151223_204345.wav	211.943	BS15_AU_02b
165	Spectrogram 1	1	11311.942770920	11312.769040426	95.6	178.5	AU-BS02b_20151223_204345.wav	211.943	BS15_AU_02b
166	Waveform 1	1	11328.722397799	11329.760531280	74.8	190.0	AU-BS02b_20151223_204730.wav	3.722	BS15_AU_02b
166	Spectrogram 1	1	11328.722397799	11329.760531280	74.8	190.0	AU-BS02b_20151223_204730.wav	3.722	BS15_AU_02b
167	Waveform 1	1	11348.180040263	11348.963936973	74.8	176.2	AU-BS02b_20151223_204730.wav	23.180	BS15_AU_02b
167	Spectrogram 1	1	11348.180040263	11348.963936973	74.8	176.2	AU-BS02b_20151223_204730.wav	23.180	BS15_AU_02b
168	Waveform 1	1	11696.997810795	11697.527470734	81.7	144.0	AU-BS02b_20151223_205345.wav	221.998	BS15_AU_02b
168	Spectrogram 1	1	11696.997810795	11697.527470734	81.7	144.0	AU-BS02b_20151223_205345.wav	221.998	BS15_AU_02b
169	Waveform 1	1	11748.985103025	11749.705440543	70.2	176.2	AU-BS02b_20151223_205730.wav	48.985	BS15_AU_02b
169	Spectrogram 1	1	11748.985103025	11749.705440543	70.2	176.2	AU-BS02b_20151223_205730.wav	48.985	BS15_AU_02b
170	Waveform 1	1	11774.523241593	11775.158833520	67.9	183.1	AU-BS02b_20151223_205730.wav	74.523	BS15_AU_02b
170	Spectrogram 1	1	11774.523241593	11775.158833520	67.9	183.1	AU-BS02b_20151223_205730.wav	74.523	BS15_AU_02b
171	Waveform 1	1	11788.557166277	11789.192758205	65.6	180.8	AU-BS02b_20151223_205730.wav	88.557	BS15_AU_02b
171	Spectrogram 1	1	11788.557166277	11789.192758205	65.6	180.8	AU-BS02b_20151223_205730.wav	88.557	BS15_AU_02b
172	Waveform 1	1	11869.218183916	11869.896148639	139.4	197.0	AU-BS02b_20151223_210730.wav	19.218	BS15_AU_02b
172	Spectrogram 1	1	11869.218183916	11869.896148639	139.4	197.0	AU-BS02b_20151223_210730.wav	19.218	BS15_AU_02b
173	Waveform 1	1	11885.955438000	11886.463911541	120.9	190.0	AU-BS02b_20151223_210730.wav	35.955	BS15_AU_02b
173	Spectrogram 1	1	11885.955438000	11886.463911541	120.9	190.0	AU-BS02b_20151223_210730.wav	35.955	BS15_AU_02b
174	Waveform 1	1	11898.739365227	11899.502075540	54.1	178.5	AU-BS02b_20151223_210730.wav	48.739	BS15_AU_02b
174	Spectrogram 1	1	11898.739365227	11899.502075540	54.1	178.5	AU-BS02b_20151223_210730.wav	48.739	BS15_AU_02b
175	Waveform 1	1	11914.544417818	11915.349500926	58.7	183.1	AU-BS02b_20151223_210730.wav	64.544	BS15_AU_02b
175	Spectrogram 1	1	11914.544417818	11915.349500926	58.7	183.1	AU-BS02b_20151223_210730.wav	64.544	BS15_AU_02b
176	Waveform 1	1	11944.595259068	11945.167291803	100.2	192.3	AU-BS02b_20151223_210730.wav	94.595	BS15_AU_02b
176	Spectrogram 1	1	11944.595259068	11945.167291803	100.2	192.3	AU-BS02b_20151223_210730.wav	94.595	BS15_AU_02b
177	Waveform 1	1	11985.904606922	11986.497826054	74.8	187.7	AU-BS02b_20151223_210730.wav	135.905	BS15_AU_02b
177	Spectrogram 1	1	11985.904606922	11986.497826054	74.8	187.7	AU-BS02b_20151223_210730.wav	135.905	BS15_AU_02b
178	Waveform 1	1	11995.480858625	11996.328314528	127.8	210.8	AU-BS02b_20151223_210730.wav	145.481	BS15_AU_02b
178	Spectrogram 1	1	11995.480858625	11996.328314528	127.8	210.8	AU-BS02b_20151223_210730.wav	145.481	BS15_AU_02b
179	Waveform 1	1	12007.099533986	12007.925803492	95.6	187.7	AU-BS02b_20151223_211730.wav	7.100	BS15_AU_02b
179	Spectrogram 1	1	12007.099533986	12007.925803492	95.6	187.7	AU-BS02b_20151223_211730.wav	7.100	BS15_AU_02b
180	Waveform 1	1	12027.468191546	12028.379206641	70.2	187.7	AU-BS02b_20151223_211730.wav	27.468	BS15_AU_02b
180	Spectrogram 1	1	12027.468191546	12028.379206641	70.2	187.7	AU-BS02b_20151223_211730.wav	27.468	BS15_AU_02b
181	Waveform 1	1	12037.171561634	12038.124949525	74.8	169.3	AU-BS02b_20151223_211730.wav	37.172	BS15_AU_02b
181	Spectrogram 1	1	12037.171561634	12038.124949525	74.8	169.3	AU-BS02b_20151223_211730.wav	37.172	BS15_AU_02b
182	Waveform 1	1	12121.476639656	12122.281722764	72.5	180.8	AU-BS02b_20151223_211730.wav	121.477	BS15_AU_02b
182	Spectrogram 1	1	12121.476639656	12122.281722764	72.5	180.8	AU-BS02b_20151223_211730.wav	121.477	BS15_AU_02b
183	Waveform 1	1	12198.112241756	12199.065629647	123.2	222.3	AU-BS02b_20151224_070345.wav	48.112	BS15_AU_02b
183	Spectrogram 1	1	12198.112241756	12199.065629647	123.2	222.3	AU-BS02b_20151224_070345.wav	48.112	BS15_AU_02b
184	Waveform 1	1	12208.641912263	12209.547082835	149.2	232.2	AU-BS02b_20151224_070345.wav	58.642	BS15_AU_02b
184	Spectrogram 1	1	12208.641912263	12209.547082835	149.2	232.2	AU-BS02b_20151224_070345.wav	58.642	BS15_AU_02b
